contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiration,ticker,timestamp
NVDA250801C00105000,2025-07-25 19:17:21+00:00,105.0,68.95,68.4,68.75,0.3299942,0.48090088,162.0,179.0,1.5078149609375,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00110000,2025-07-25 19:36:38+00:00,110.0,64.0,63.3,63.8,0.38000107,0.59729815,50.0,10342.0,1.3125034374999998,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00115000,2025-07-25 19:57:56+00:00,115.0,58.5,58.25,58.9,0.0,0.0,422.0,241.0,1.2578162109375,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00120000,2025-07-25 19:58:17+00:00,120.0,53.58,53.35,53.9,0.08000183,0.14953613,546.0,608.0,1.21875390625,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00125000,2025-07-25 19:58:17+00:00,125.0,48.59,48.25,48.8,-0.25999832,-0.5322381,276.0,359.0,0.8984385156249999,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00130000,2025-07-25 19:58:10+00:00,130.0,43.55,43.25,43.9,-0.38000107,-0.865015,148.0,1403.0,0.9160164648437501,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00131000,2025-07-25 19:19:39+00:00,131.0,42.87,42.35,42.85,0.11999893,0.28069925,54.0,99.0,0.929688203125,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00132000,2025-07-25 19:49:22+00:00,132.0,41.81,41.25,41.9,-0.0399971,-0.095572524,77.0,199.0,0.8730481445312499,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00133000,2025-07-25 19:36:59+00:00,133.0,41.1,40.4,40.8,1.0499992,2.621721,25.0,2483.0,0.8867198828124999,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00134000,2025-07-25 19:51:08+00:00,134.0,39.88,39.35,39.9,0.54999924,1.3984216,37.0,139.0,0.89257919921875,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00135000,2025-07-25 19:57:14+00:00,135.0,38.53,38.45,38.8,-0.29000092,-0.74704,70.0,346.0,0.86914193359375,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00136000,2025-07-25 18:51:09+00:00,136.0,38.02,37.3,37.95,0.20999908,0.55540615,38.0,242.0,0.8476577734374999,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00137000,2025-07-25 19:28:43+00:00,137.0,37.0,36.25,36.95,0.099998474,0.27099857,64.0,247.0,0.79883013671875,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00138000,2025-07-25 19:41:14+00:00,138.0,35.93,35.35,35.95,0.040000916,0.11145421,30.0,285.0,0.8261736132812498,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00139000,2025-07-25 19:19:38+00:00,139.0,35.17,34.4,34.85,3.4199982,10.771647,19.0,245.0,0.7812521875,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00140000,2025-07-25 19:38:01+00:00,140.0,33.75,33.35,33.8,-0.22999954,-0.6768674,305.0,1516.0,0.7050810742187501,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00141000,2025-07-25 19:55:22+00:00,141.0,32.58,32.35,32.95,-0.16999817,-0.5190784,35.0,370.0,0.7597680273437502,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00142000,2025-07-25 19:27:02+00:00,142.0,31.9,31.3,31.9,0.14999962,0.47243974,88.0,1185.0,0.6914093359375001,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00143000,2025-07-25 19:59:31+00:00,143.0,30.6,30.3,30.9,-0.25,-0.81037277,52.0,364.0,0.6718782812500002,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00144000,2025-07-25 17:54:14+00:00,144.0,29.52,29.4,29.95,-0.5299988,-1.7637231,46.0,765.0,0.710940390625,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00145000,2025-07-25 19:57:38+00:00,145.0,28.7,28.4,28.95,-0.34999847,-1.2048141,437.0,3264.0,0.6884796777343751,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00146000,2025-07-25 19:51:51+00:00,146.0,27.82,27.45,27.9,-0.13000107,-0.46512008,76.0,491.0,0.6660189648437502,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00147000,2025-07-25 19:21:10+00:00,147.0,26.72,26.45,26.9,-0.11000061,-0.4099911,360.0,845.0,0.6435582519531251,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00148000,2025-07-25 19:36:17+00:00,148.0,25.72,25.3,26.05,-0.26000023,-1.0007707,73.0,1206.0,0.6210975390625001,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00149000,2025-07-25 19:37:35+00:00,149.0,24.79,24.4,25.05,-0.18999863,-0.760603,93.0,1203.0,0.6269568554687501,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00150000,2025-07-25 19:55:23+00:00,150.0,23.78,23.45,24.05,-0.3199997,-1.3277996,740.0,6625.0,0.6171913281250001,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00152500,2025-07-25 19:45:59+00:00,152.5,21.38,20.95,21.45,-0.050001144,-0.23332311,296.0,2615.0,0.5351608984375,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00155000,2025-07-25 19:59:19+00:00,155.0,18.84,18.65,19.0,-0.2800007,-1.4644387,1389.0,7074.0,0.5302781347656251,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00157500,2025-07-25 19:59:03+00:00,157.5,16.35,16.05,16.6,-0.29999924,-1.8017973,386.0,4840.0,0.5473678076171876,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00160000,2025-07-25 19:59:13+00:00,160.0,13.95,13.8,14.2,-0.40000057,-2.7874603,1383.0,14712.0,0.5024463818359376,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00162500,2025-07-25 19:58:13+00:00,162.5,11.6,11.25,11.75,-0.34999943,-2.9288654,936.0,5960.0,0.442388388671875,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00165000,2025-07-25 19:59:59+00:00,165.0,9.25,9.2,9.4,-0.43999958,-4.5407596,4012.0,13736.0,0.3952697192382813,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00167500,2025-07-25 19:59:35+00:00,167.5,7.05,7.05,7.2,-0.5,-6.622516,4707.0,8923.0,0.35962554443359374,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00170000,2025-07-25 19:59:46+00:00,170.0,5.15,5.1,5.2,-0.5,-8.849557,14884.0,24134.0,0.3315496533203125,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00172500,2025-07-25 19:59:58+00:00,172.5,3.45,3.4,3.5,-0.53999996,-13.5338335,25499.0,24241.0,0.3110420458984374,True,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00175000,2025-07-25 19:59:56+00:00,175.0,2.11,2.11,2.15,-0.5500002,-20.676699,123445.0,36953.0,0.2946847875976562,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00177500,2025-07-25 19:59:51+00:00,177.5,1.21,1.19,1.22,-0.43999994,-26.666662,94254.0,39562.0,0.28613995117187496,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00180000,2025-07-25 19:59:55+00:00,180.0,0.63,0.62,0.64,-0.32999998,-34.375,81977.0,46673.0,0.28174546386718746,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00182500,2025-07-25 19:59:54+00:00,182.5,0.32,0.31,0.33,-0.22000003,-40.740746,21590.0,19835.0,0.2841868457031249,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00185000,2025-07-25 19:59:16+00:00,185.0,0.17,0.16,0.17,-0.13000001,-43.333336,68544.0,35652.0,0.2910227148437499,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00187500,2025-07-25 19:59:22+00:00,187.5,0.09,0.08,0.09,-0.09,-49.999996,5142.0,8192.0,0.299811689453125,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00190000,2025-07-25 19:59:41+00:00,190.0,0.04,0.04,0.05,-0.07,-63.636364,11267.0,13629.0,0.31250687499999996,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00192500,2025-07-25 19:56:42+00:00,192.5,0.04,0.02,0.03,-0.02,-33.333336,6063.0,2968.0,0.32617861328125,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00195000,2025-07-25 19:54:03+00:00,195.0,0.02,0.01,0.02,-0.030000001,-60.0,4814.0,2908.0,0.3437565625,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00197500,2025-07-25 19:56:19+00:00,197.5,0.01,0.01,0.02,-0.03,-75.0,1486.0,3759.0,0.37500625,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00200000,2025-07-25 19:57:54+00:00,200.0,0.02,0.01,0.02,-0.01,-33.333336,2343.0,7324.0,0.4062559375,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00202500,2025-07-25 19:56:07+00:00,202.5,0.01,0.0,0.01,-0.01,-50.0,1100.0,1732.0,0.4062559375,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00205000,2025-07-25 19:18:04+00:00,205.0,0.01,0.0,0.01,0.0,0.0,344.0,1112.0,0.437505625,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00207500,2025-07-25 19:33:10+00:00,207.5,0.01,0.0,0.01,0.0,0.0,55.0,1868.0,0.4687553125,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00210000,2025-07-24 18:41:56+00:00,210.0,0.01,0.0,0.01,0.0,0.0,45.0,1866.0,0.49219257812500006,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00212500,2025-07-25 17:02:56+00:00,212.5,0.01,0.0,0.01,0.0,0.0,5.0,516.0,0.51562984375,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00215000,2025-07-23 13:35:02+00:00,215.0,0.01,0.0,0.01,0.0,0.0,1.0,642.0,0.51562984375,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00217500,2025-07-24 19:56:21+00:00,217.5,0.01,0.0,0.01,0.0,0.0,1.0,157.0,0.5312546875,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00220000,2025-07-24 15:16:55+00:00,220.0,0.01,0.0,0.01,0.0,0.0,8.0,822.0,0.5625043750000001,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00222500,2025-07-23 13:47:36+00:00,222.5,0.01,0.0,0.01,0.0,0.0,1.0,477.0,0.5937540625000001,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00225000,2025-07-24 19:30:04+00:00,225.0,0.01,0.0,0.01,0.0,0.0,2.0,2386.0,0.6093789062500001,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00230000,2025-07-18 18:40:28+00:00,230.0,0.02,0.0,0.01,0.0,0.0,13.0,595.0,0.6562534375000001,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00235000,2025-07-24 13:44:04+00:00,235.0,0.01,0.0,0.01,0.0,0.0,50.0,1637.0,0.70312796875,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00240000,2025-07-18 19:32:55+00:00,240.0,0.01,0.0,0.01,0.0,0.0,3.0,125.0,0.7500025,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00245000,2025-07-18 14:51:11+00:00,245.0,0.01,0.0,0.01,0.0,0.0,99.0,634.0,0.7812521875,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00250000,2025-07-17 17:14:25+00:00,250.0,0.01,,0.01,0.0,0.0,,10.0,0.87500125,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00255000,2025-07-17 15:22:39+00:00,255.0,0.01,,0.01,0.0,0.0,,67.0,0.92187578125,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00265000,2025-07-07 13:38:25+00:00,265.0,0.01,0.0,0.01,0.0,0.0,,10.0,0.937500625,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00280000,2025-07-16 15:47:55+00:00,280.0,0.01,,0.01,0.0,0.0,,20.0,1.125004375,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00295000,2025-07-08 13:30:04+00:00,295.0,0.01,0.0,0.01,0.0,0.0,,1.0,1.15625421875,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801C00310000,2025-07-02 14:03:12+00:00,310.0,0.01,0.0,0.01,0.0,0.0,,1.0,1.2500037499999999,False,REGULAR,USD,call,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00010000,2025-07-22 19:28:51+00:00,10.0,0.01,,0.01,0.0,0.0,5.0,3.0,6.687501640625001,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00035000,2025-07-17 19:24:57+00:00,35.0,0.01,0.0,0.01,0.0,0.0,1.0,1.0,3.50000125,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00045000,2025-07-01 19:54:40+00:00,45.0,0.01,0.0,0.01,0.0,0.0,2.0,3.0,3.0000025,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00055000,2025-07-15 14:13:10+00:00,55.0,0.04,0.0,0.01,0.0,0.0,1.0,18.0,2.56250359375,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00060000,2025-07-16 18:57:58+00:00,60.0,0.01,0.0,0.01,0.0,0.0,500.0,1094.0,2.3750040624999995,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00065000,2025-07-10 17:52:41+00:00,65.0,0.01,0.0,0.01,0.0,0.0,15.0,43.0,2.1875045312499997,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00070000,2025-07-07 16:23:24+00:00,70.0,0.02,0.0,0.01,0.0,0.0,20.0,40.0,2.000005,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00075000,2025-07-17 13:30:00+00:00,75.0,0.03,0.0,0.01,0.0,0.0,12.0,516.0,1.875000625,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00080000,2025-07-25 14:33:57+00:00,80.0,0.01,0.0,0.01,0.0,0.0,10.0,734.0,1.75000125,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00085000,2025-07-25 17:35:44+00:00,85.0,0.01,0.0,0.01,0.0,0.0,10.0,476.0,1.625001875,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00090000,2025-07-24 17:34:37+00:00,90.0,0.01,0.0,0.01,0.0,0.0,2.0,16266.0,1.5000025,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00095000,2025-07-25 15:19:28+00:00,95.0,0.01,0.0,0.01,0.0,0.0,2.0,10245.0,1.3750031249999999,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00100000,2025-07-25 16:25:20+00:00,100.0,0.01,0.0,0.01,0.0,0.0,13.0,7617.0,1.2500037499999999,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00105000,2025-07-24 16:53:05+00:00,105.0,0.01,0.0,0.01,0.0,0.0,1.0,987.0,1.15625421875,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00110000,2025-07-25 19:43:13+00:00,110.0,0.01,0.0,0.01,0.0,0.0,238.0,13684.0,1.0625046875000002,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00115000,2025-07-25 19:51:40+00:00,115.0,0.01,0.0,0.01,0.0,0.0,3431.0,2869.0,0.9687503125,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00120000,2025-07-25 19:54:18+00:00,120.0,0.01,0.01,0.02,0.0,0.0,703.0,7798.0,0.9531254687499999,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00125000,2025-07-25 19:05:30+00:00,125.0,0.01,0.01,0.02,-0.01,-50.0,6182.0,3311.0,0.85937640625,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00130000,2025-07-25 19:57:44+00:00,130.0,0.03,0.02,0.03,0.0,0.0,1391.0,5983.0,0.804689453125,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00131000,2025-07-25 16:13:55+00:00,131.0,0.03,0.02,0.03,0.0,0.0,707.0,1641.0,0.7812521875,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00132000,2025-07-25 18:11:29+00:00,132.0,0.03,0.02,0.03,-0.01,-25.0,1893.0,1725.0,0.7656273437500001,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00133000,2025-07-25 19:30:54+00:00,133.0,0.03,0.02,0.03,-0.01,-25.0,559.0,675.0,0.7460962890625,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00134000,2025-07-25 19:58:51+00:00,134.0,0.03,0.02,0.04,-0.020000001,-40.000004,418.0,4838.0,0.7421900781249999,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00135000,2025-07-25 19:46:22+00:00,135.0,0.03,0.03,0.04,-0.01,-25.0,941.0,5259.0,0.73437765625,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00136000,2025-07-25 17:53:05+00:00,136.0,0.03,0.03,0.04,-0.020000001,-40.000004,683.0,2263.0,0.7148466015625,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00137000,2025-07-25 18:38:23+00:00,137.0,0.04,0.03,0.04,-0.010000002,-20.000002,376.0,873.0,0.6953155468750001,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00138000,2025-07-25 19:59:58+00:00,138.0,0.04,0.03,0.04,-0.02,-33.333336,615.0,3289.0,0.6796907031250001,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00139000,2025-07-25 18:27:51+00:00,139.0,0.04,0.04,0.05,-0.02,-33.333336,243.0,462.0,0.6796907031250001,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00140000,2025-07-25 19:59:47+00:00,140.0,0.05,0.04,0.05,-0.02,-28.571428,12091.0,4141.0,0.6601596484375001,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00141000,2025-07-25 19:59:32+00:00,141.0,0.05,0.05,0.06,-0.02,-28.571428,656.0,3049.0,0.6562534375000001,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00142000,2025-07-25 18:45:24+00:00,142.0,0.06,0.05,0.06,-0.02,-25.0,452.0,1461.0,0.6367223828125,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00143000,2025-07-25 19:56:20+00:00,143.0,0.06,0.06,0.07,-0.030000005,-33.333336,964.0,1037.0,0.63086306640625,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00144000,2025-07-25 17:53:05+00:00,144.0,0.06,0.06,0.07,-0.040000003,-40.000004,356.0,13529.0,0.6113320117187502,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00145000,2025-07-25 19:59:53+00:00,145.0,0.07,0.07,0.08,-0.030000001,-30.0,915.0,9464.0,0.6035195898437502,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00146000,2025-07-25 18:12:24+00:00,146.0,0.08,0.07,0.08,-0.030000001,-27.272728,1015.0,2536.0,0.5839885351562499,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00147000,2025-07-25 19:55:25+00:00,147.0,0.08,0.08,0.09,-0.04,-33.333336,1306.0,2926.0,0.5742230078125,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00148000,2025-07-25 19:52:51+00:00,148.0,0.1,0.09,0.1,-0.029999994,-23.076918,1772.0,3563.0,0.5625043750000001,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00149000,2025-07-25 19:59:32+00:00,149.0,0.11,0.1,0.11,-0.030000001,-21.428572,5330.0,3191.0,0.5507857421875001,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00150000,2025-07-25 19:59:02+00:00,150.0,0.11,0.11,0.12,-0.040000007,-26.666668,17753.0,13279.0,0.5371140039062501,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00152500,2025-07-25 19:58:48+00:00,152.5,0.13,0.14,0.15,-0.050000012,-27.777782,2657.0,4334.0,0.5048877636718749,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00155000,2025-07-25 19:59:49+00:00,155.0,0.17,0.17,0.18,-0.049999997,-22.72727,7748.0,12481.0,0.46973186523437505,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
NVDA250801P00157500,2025-07-25 19:59:29+00:00,157.5,0.23,0.23,0.24,-0.049999997,-17.857141,3788.0,11596.0,0.43945873046875,False,REGULAR,USD,put,2025-08-01,NVDA,2025-07-25 21:36:06
