query,title,description,content,vaderScore,finbertResult
SPDR S&P 500,"Why Wall Street Is Punishing Palantir, Tesla and MicroStrategy Today","The tariffs-inspired stock market rout that began last week picked up steam on Monday, with the SPDR S&P 500 ETF Trust (NYSE: SPY) falling about 2.1% through noon ET, and the Nasdaq off 3.4%. Searching amongst the rubble, three stock selloffs stand out.
 
 
K…","Youve Read the News - Now Find the ExpertClick to discover leading experts on 50,000+ topics for media, events &amp; more.
Discover Experts on 50,000+ TopicsConnect for media, speaking, expert witne… [+95 chars]",-0.2263,negative
SPDR S&P 500,"Jones Financial Companies Lllp Buys 5,379 Shares of SPDR S&P Fossil Fuel Reserves Free ETF (NYSEARCA:SPYX)","Jones Financial Companies Lllp raised its stake in SPDR S&P Fossil Fuel Reserves Free ETF (NYSEARCA:SPYX – Free Report) by 76.1% during the fourth quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The ins…","Jones Financial Companies Lllp raised its stake in SPDR S&amp;P Fossil Fuel Reserves Free ETF (NYSEARCA:SPYX – Free Report) by 76.1% during the fourth quarter, according to its most recent Form 13F f… [+3251 chars]",0.9633,positive
SPDR S&P 500,Steward Partners Investment Advisory LLC Has $1.33 Million Holdings in FT Cboe Vest U.S. Equity Moderate Buffer ETF – June (NYSEARCA:GJUN),"Steward Partners Investment Advisory LLC raised its position in FT Cboe Vest U.S. Equity Moderate Buffer ETF – June (NYSEARCA:GJUN – Free Report) by 9.5% during the 4th quarter, according to its most recent filing with the Securities and Exchange Commission (…","Steward Partners Investment Advisory LLC raised its position in FT Cboe Vest U.S. Equity Moderate Buffer ETF – June (NYSEARCA:GJUN – Free Report) by 9.5% during the 4th quarter, according to its most… [+2398 chars]",0.8316,positive
SPDR S&P 500,Is the SPDR S&P 500 ETF Trust the Smartest Investment You Can Make Today?,"With the three major indexes slipping over the past few weeks, now may not seem like the best time to invest in stocks. It's always more tempting to buy when we see a particular stock or asset rising, as we can easily imagine our returns if the momentum keeps…","Youve Read the News - Now Find the ExpertDiscover leading experts on 50,000+ topics for media, events &amp; more.
Discover Experts on 50,000+ TopicsConnect for media, speaking, expert witness inquir… [+86 chars]",0.9359,neutral
SPDR S&P 500,Is the SPDR S&P 500 ETF Trust the Smartest Investment You Can Make Today?,"In This Article:
With the three major indexes slipping over the past few weeks, now may not seem like the best time to invest in stocks. It's always more tempting to buy when we see a particular stock or asset rising, as we can easily imagine our returns if t…","Youve Read the News - Now Find the ExpertDiscover leading experts on 50,000+ topics for media, events &amp; more.
Discover Experts on 50,000+ TopicsConnect for media, speaking, expert witness inquir… [+86 chars]",0.9359,neutral
SPDR S&P 500,Is the SPDR S&P 500 ETF Trust the Smartest Investment You Can Make Today?,,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]",0.8957,neutral
SPDR S&P 500,A ‘Recession Hedge’ And A 13% Yield From This Unloved Bond Fund,"When it comes to the economy, we’re in a bit of a weird spot: The data tells us that, despite inflation fears, interest rates are likely to fall in the year ahead.","Recession ahead - road sign warning concept
getty
When it comes to the economy, were in a bit of a weird spot: The data tells us that, despite inflation fears, interest rates are likely to fall in … [+5716 chars]",-0.8826,negative
SPDR S&P 500,Why You Can Do Better Than the SPDR S&P 500 ETF Trust,"SPDR S&P 500 ETF Trust (NYSEMKT: SPY) will always have a special place in the history of Wall Street. That's because the exchange-traded fund (ETF) was the first of its kind. But the ETF market has changed dramatically over the years and, today, investors can…","Discover leading experts on 50,000+ topicsConnect for media, speaking, expert witness inquiries &amp; more.
Experts on 50,000+ topicsClick to connect for media &amp; more.",0.8074,neutral
SPDR S&P 500,Why You Can Do Better Than the SPDR S&P 500 ETF Trust,,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]",0.8658,neutral
SPDR S&P 500,"QRG Capital Management Inc. Acquires Shares of 4,075 SPDR Portfolio S&P 500 Value ETF (NYSEARCA:SPYV)","QRG Capital Management Inc. bought a new stake in shares of SPDR Portfolio S&P 500 Value ETF (NYSEARCA:SPYV – Free Report) in the 4th quarter, according to its most recent 13F filing with the Securities & Exchange Commission. The firm bought 4,075 shares of t…","QRG Capital Management Inc. bought a new stake in shares of SPDR Portfolio S&amp;P 500 Value ETF (NYSEARCA:SPYV – Free Report) in the 4th quarter, according to its most recent 13F filing with the Sec… [+3158 chars]",0.9674,neutral
SPDR S&P 500,Proficio Capital Partners LLC Takes Position in Innovator Equity Defined Protection ETF 1 Yr August (BATS:ZAUG),"Proficio Capital Partners LLC purchased a new position in Innovator Equity Defined Protection ETF 1 Yr August (BATS:ZAUG – Free Report) in the fourth quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. …","Proficio Capital Partners LLC purchased a new position in Innovator Equity Defined Protection ETF 1 Yr August (BATS:ZAUG – Free Report) in the fourth quarter, according to the company in its most rec… [+2447 chars]",0.8316,neutral
SPDR S&P 500,QRG Capital Management Inc. Grows Stock Holdings in SPDR Portfolio S&P 500 Growth ETF (NYSEARCA:SPYG),"QRG Capital Management Inc. lifted its position in shares of SPDR Portfolio S&P 500 Growth ETF (NYSEARCA:SPYG – Free Report) by 9.9% in the 4th quarter, Holdings Channel.com reports. The firm owned 3,513 shares of the company’s stock after purchasing an addit…","QRG Capital Management Inc. lifted its position in shares of SPDR Portfolio S&amp;P 500 Growth ETF (NYSEARCA:SPYG – Free Report) by 9.9% in the 4th quarter, Holdings Channel.com reports. The firm own… [+2773 chars]",0.9584,positive
SPDR S&P 500,FT Vest U.S. Equity Deep Buffer ETF – March (BATS:DMAR) Shares Sold by Oppenheimer & Co. Inc.,"Oppenheimer & Co. Inc. decreased its position in shares of FT Vest U.S. Equity Deep Buffer ETF – March (BATS:DMAR – Free Report) by 97.6% in the 4th quarter, according to the company in its most recent Form 13F filing with the SEC. The firm owned 13,857 share…","Oppenheimer &amp; Co. Inc. decreased its position in shares of FT Vest U.S. Equity Deep Buffer ETF – March (BATS:DMAR – Free Report) by 97.6% in the 4th quarter, according to the company in its most … [+2550 chars]",0.9042,negative
SPDR S&P 500,"IFP Advisors Inc Acquires Shares of 2,398 Innovator Equity Defined Protection ETF – 1 Yr December (BATS:ZDEK)","IFP Advisors Inc bought a new position in shares of Innovator Equity Defined Protection ETF – 1 Yr December (BATS:ZDEK – Free Report) in the 4th quarter, HoldingsChannel reports. The fund bought 2,398 shares of the company’s stock, valued at approximately $57…","IFP Advisors Inc bought a new position in shares of Innovator Equity Defined Protection ETF – 1 Yr December (BATS:ZDEK – Free Report) in the 4th quarter, HoldingsChannel reports. The fund bought 2,39… [+2286 chars]",0.946,neutral
SPDR S&P 500,"Oppenheimer & Co. Inc. Buys 5,832 Shares of SPDR Portfolio S&P 500 Growth ETF (NYSEARCA:SPYG)","Oppenheimer & Co. Inc. boosted its stake in shares of SPDR Portfolio S&P 500 Growth ETF (NYSEARCA:SPYG – Free Report) by 171.5% during the fourth quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission …","Oppenheimer &amp; Co. Inc. boosted its stake in shares of SPDR Portfolio S&amp;P 500 Growth ETF (NYSEARCA:SPYG – Free Report) by 171.5% during the fourth quarter, according to the company in its most… [+2694 chars]",0.9756,positive
SPDR S&P 500,"Sanctuary Advisors LLC Invests $229,000 in FT Cboe Vest U.S. Equity Moderate Buffer ETF – November (NYSEARCA:GNOV)","Sanctuary Advisors LLC purchased a new stake in shares of FT Cboe Vest U.S. Equity Moderate Buffer ETF – November (NYSEARCA:GNOV – Free Report) in the 4th quarter, HoldingsChannel.com reports. The firm purchased 6,452 shares of the company’s stock, valued at …","Sanctuary Advisors LLC purchased a new stake in shares of FT Cboe Vest U.S. Equity Moderate Buffer ETF – November (NYSEARCA:GNOV – Free Report) in the 4th quarter, HoldingsChannel.com reports. The fi… [+2298 chars]",0.9337,neutral
SPDR S&P 500,Innovator U.S. Equity Accelerated ETF – July (BATS:XDJL) Stock Price Up 0.9% – Here’s Why,"Innovator U.S. Equity Accelerated ETF – July (BATS:XDJL – Get Free Report) traded up 0.9% during trading on Wednesday . The company traded as high as $34.95 and last traded at $34.93. 4,052 shares changed hands during trading, The stock had previously closed …","Innovator U.S. Equity Accelerated ETF – July (BATS:XDJL – Get Free Report) traded up 0.9% during trading on Wednesday . The company traded as high as $34.95 and last traded at $34.93. 4,052 shares ch… [+1985 chars]",0.875,positive
SPDR S&P 500,Innovator U.S. Equity Accelerated ETF – April (BATS:XDAP) Stock Price Down 1.2% – Here’s Why,"Innovator U.S. Equity Accelerated ETF – April (BATS:XDAP – Get Free Report) was down 1.2% during mid-day trading on Wednesday . The company traded as low as $36.40 and last traded at $36.03. Approximately 546 shares traded hands during mid-day trading, a decl…",Innovator U.S. Equity Accelerated ETF – April (BATS:XDAP – Get Free Report) was down 1.2% during mid-day trading on Wednesday . The company traded as low as $36.40 and last traded at $36.03. Approxim… [+1791 chars],0.6808,negative
SPDR S&P 500,"Daily ETF Flows: SPY, VTI and BIL Lead Inflows Amid Selloff","The SPDR Bloomberg 1-3 Month T-Bill ETF (BIL) pulled in $672.1 million in fresh assets Tuesday. Here are the daily ETF flows for March 5, 2025.","Bond 
The SPDR Bloomberg 1-3 Month T-Bill ETF (BIL) pulled in $672.1 million in fresh assets Tuesday, with total assets under management growing 1.8% to $38.4 billion, according to etf.com daily ETF… [+4837 chars]",0.8268,positive
SPDR S&P 500,IFP Advisors Inc Purchases New Holdings in Innovator Equity Defined Protection ETF – 6 Mo Apr/Oct (NYSEARCA:APOC),"IFP Advisors Inc purchased a new stake in Innovator Equity Defined Protection ETF – 6 Mo Apr/Oct (NYSEARCA:APOC – Free Report) in the fourth quarter, Holdings Channel.com reports. The firm purchased 4,000 shares of the company’s stock, valued at approximately…","IFP Advisors Inc purchased a new stake in Innovator Equity Defined Protection ETF – 6 Mo Apr/Oct (NYSEARCA:APOC – Free Report) in the fourth quarter, Holdings Channel.com reports. The firm purchased … [+2350 chars]",0.8934,neutral
SPDR S&P 500,Sanctuary Advisors LLC Takes Position in Innovator Defined Wealth Shield ETF (BATS:BALT),"Sanctuary Advisors LLC acquired a new stake in Innovator Defined Wealth Shield ETF (BATS:BALT – Free Report) during the 4th quarter, Holdings Channel.com reports. The fund acquired 8,969 shares of the company’s stock, valued at approximately $285,000. Several…","Sanctuary Advisors LLC acquired a new stake in Innovator Defined Wealth Shield ETF (BATS:BALT – Free Report) during the 4th quarter, Holdings Channel.com reports. The fund acquired 8,969 shares of th… [+2236 chars]",0.9702,neutral
SPDR S&P 500,Trade War Panic: Are International Stocks the Safer Bet Now?,"With US tariffs on Canada, Mexico, and China having taken effect at midnight on Tuesday, US indexes extended their Monday losses, deepening concerns over the escalating trade war.It was only a few months ago when analysts held relatively optimistic forecasts …","<ul><li>Tariffs on China, Canada, and Mexico are officially in effect.</li><li>While US stocks have declined in response, might there be investing opportunities in international markets?</li></ul>
W… [+7791 chars]",-0.5514,negative
SPDR S&P 500,Trump 'bump' disappears as the S&P 500 is now negative since the election,"The S&P 500 is on track to close below its pre-election levels, while small caps and energy stocks are performing even worse since Trump's victory.","The S&amp;P 500 has now lost all of its post-election gains as President Donald Trump dismayed some investors that hoped he was just bluffing on tariffs and instead ignited a trade war.
The index fe… [+2017 chars]",-0.9042,negative
SPDR S&P 500,Bank Stocks Near Correction Territory After Tariffs,"Bank stocks fell sharply after President Trump’s tariffs on imports from Canada and Mexico took effect.The KBW Nasdaq Bank Index dropped 6% and was on pace to enter correction territory, marked by a decline of at least 10% from a recent high.The SPDR S&P Regi…","Bank stocks fell sharply after President Trumps tariffs on imports from Canada and Mexico took effect.
The KBW Nasdaq Bank Index dropped 6% and was on pace to enter correction territory, marked by a… [+422 chars]",0.0,negative
SPDR S&P 500,Experts Explain How To Invest In Stocks With 11 Simple Tips,Intimidated by the stock market? Here's the solution: 11 expert-provided tips that explain how to invest safely and profitably.,"The stock market can be unfriendly to newcomers trying to learn how to invest. There are dramatic headlines, nonsensical abbreviations and mysterious trends that seem to erase peoples money.
Yet, if… [+8912 chars]",0.4019,neutral
SPDR S&P 500,Wall Street's hottest trade is coming to retail investors. Here's why experts are warning about buying into private credit.,"Private credit has exploded in popularity, but it might not be the best fit for your portfolio.","It's a tricky time to be an investor. The anticipated Trump Bump is turning into a tariff meltdown, and Big Tech appears to no longer be driving the S&amp;P 500.
In this uncertain environment, alter… [+4964 chars]",-0.7432,neutral
SPDR S&P 500,IFP Advisors Inc Sells 600 Shares of Innovator Equity Defined Protection ETF – 2 Yr to July 2025 (NYSEARCA:TJUL),"IFP Advisors Inc decreased its stake in shares of Innovator Equity Defined Protection ETF – 2 Yr to July 2025 (NYSEARCA:TJUL – Free Report) by 9.7% in the 4th quarter, according to its most recent 13F filing with the SEC. The firm owned 5,600 shares of the co…","IFP Advisors Inc decreased its stake in shares of Innovator Equity Defined Protection ETF 2 Yr to July 2025 (NYSEARCA:TJUL – Free Report) by 9.7% in the 4th quarter, according to its most recent 13F … [+2945 chars]",0.9246,negative
SPDR S&P 500,"Tech Sector Hammered As Trump's Tariff Plans Spark Market Selloff: Nvidia, ARM, Super Micro Lead Tech Bloodbath","U.S. markets suffered a steep selloff Monday as President Donald Trump announced sweeping new tariffs, extending last week’s losses and driving declines across all major sectors.
What Happened: The S&P 500 tracked by The SPDR S&P 500 (NYSE: SPY) closed at 5,8…","U.S. markets suffered a steep selloff Monday as President Donald Trump announced sweeping new tariffs, extending last weeks losses and driving declines across all major sectors.What Happened: The S&a… [+145 chars]",-0.7184,negative
SPDR S&P 500,February 2025 ETF Flows: Record Highs and Sharp Selloffs,ETFs pulled in $110.8 billion in February as markets hit new highs before tumbling on trade war fears.,"etf.com
February was a month of mixed emotions in the markets. The S&amp;P 500 reached an all-time high on Feb. 19, driven by optimism over strong earnings growth and the potential for new tax cuts … [+81970 chars]",0.2263,negative
SPDR S&P 500,5 REIT ETFs To Buy For 2025,Explore the top REIT ETFs to add to your portfolio for long-term investing and diversification. Check this list now to uncover your next investing opportunities.,"A REIT ETF can add income plus important diversification to your&amp;nbsp;ETF portfolio. Look for a fund ... [+] with broad U.S. real estate exposure, a low expense ratio and low tracking error.
get… [+8821 chars]",-0.1779,neutral
SPDR S&P 500,SPDR S&P 500 ETF Trust: Pivot points,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",0.8442,neutral
SPDR S&P 500,SPMO Vs SPY: Which ETF Is The Better Buy?,"Compare SPMO and SPY ETFs to determine which is a better investment. Analyze their holdings, past performance and risk factors to make an informed choice.",SPY and SPMO offer distinct investment opportunities to investors with SPMO being more focused on ... [+] momentum-based growth with higher returns in bull markets while SPY delivers consistent growt… [+11238 chars],0.8955,neutral
SPDR S&P 500,Wall St Week Ahead-Rising investor angst about economy to be tested by US jobs data,"Investors are closely watching the U.S. jobs report due on March 7, as concerns about economic health rise due to recent disappointing data. The report is crucial to assessing the impact of policies and trade tensions on employment. The market is cautious, se…","The stakes are high for the monthly U.S. jobs report in the coming week, as investors gauge whether a string of worrisome data is signaling significant concern about the economy.The benchmark S&amp;P… [+3797 chars]",-0.802,negative
SPDR S&P 500,‘Hot money’ flees Bitcoin at record pace,"Investors pulled a record US$3.3 billion from Bitcoin exchange-traded funds in February, poised for their biggest monthly exodus. Read more","Bitcoins inability to stay above the US$97,000 mark is the first sign of what Bank of America calls the bro bubble popping
Author of the article:
There is risk that Bitcoin prices can go lower to t… [+7498 chars]",-0.7165,negative
SPDR S&P 500,Tariff Fears Shift ETF Gains Toward Global Markets,President Trump's proposed duties and inflation data have pushed investors toward Europe and emerging markets.,"Tariff Fears Shift ETF Gains Toward Global Markets
European and emerging markets ETFs are outperforming their U.S. counterparts for the first time in years, as concerns about inflation and Trump adm… [+2473 chars]",-0.2023,positive
SPDR S&P 500,Global Retirement Partners LLC Makes New Investment in FT Cboe Vest U.S. Equity Moderate Buffer ETF – November (NYSEARCA:GNOV),"Global Retirement Partners LLC bought a new stake in shares of FT Cboe Vest U.S. Equity Moderate Buffer ETF – November (NYSEARCA:GNOV – Free Report) during the fourth quarter, according to the company in its most recent Form 13F filing with the Securities and…","Global Retirement Partners LLC bought a new stake in shares of FT Cboe Vest U.S. Equity Moderate Buffer ETF – November (NYSEARCA:GNOV – Free Report) during the fourth quarter, according to the compan… [+2658 chars]",0.9042,neutral
SPDR S&P 500,Innovator Equity Defined Protection ETF 1 Yr August (BATS:ZAUG) Holdings Reduced by Atria Wealth Solutions Inc.,"Atria Wealth Solutions Inc. lowered its position in Innovator Equity Defined Protection ETF 1 Yr August (BATS:ZAUG – Free Report) by 4.2% during the 4th quarter, according to its most recent disclosure with the Securities and Exchange Commission. The firm own…","Atria Wealth Solutions Inc. lowered its position in Innovator Equity Defined Protection ETF 1 Yr August (BATS:ZAUG – Free Report) by 4.2% during the 4th quarter, according to its most recent disclosu… [+2452 chars]",0.9612,negative
SPDR S&P 500,"Atria Wealth Solutions Inc. Has $458,000 Stake in AllianzIM U.S. Large Cap Buffer10 Aug ETF (NYSEARCA:AUGT)","Atria Wealth Solutions Inc. decreased its position in shares of AllianzIM U.S. Large Cap Buffer10 Aug ETF (NYSEARCA:AUGT – Free Report) by 5.9% in the 4th quarter, HoldingsChannel reports. The firm owned 14,726 shares of the company’s stock after selling 921 …","Atria Wealth Solutions Inc. decreased its position in shares of AllianzIM U.S. Large Cap Buffer10 Aug ETF (NYSEARCA:AUGT – Free Report) by 5.9% in the 4th quarter, HoldingsChannel reports. The firm o… [+2757 chars]",0.9747,negative
SPDR S&P 500,Atria Wealth Solutions Inc. Sells 790 Shares of Innovator Equity Defined Protection ETF – 6 Mo Jan/Jul (BATS:JAJL),"Atria Wealth Solutions Inc. lessened its stake in Innovator Equity Defined Protection ETF – 6 Mo Jan/Jul (BATS:JAJL – Free Report) by 5.2% during the 4th quarter, Holdings Channel.com reports. The institutional investor owned 14,308 shares of the company’s st…","Atria Wealth Solutions Inc. lessened its stake in Innovator Equity Defined Protection ETF – 6 Mo Jan/Jul (BATS:JAJL – Free Report) by 5.2% during the 4th quarter, Holdings Channel.com reports. The in… [+2449 chars]",0.9709,positive
SPDR S&P 500,Vanguard Has A Strange New Way To Cash In On AI,"Just when many investors thought they only needed S&P 500 growth stocks — value stocks are outperforming. ETFs are highlighting the gap between growth and value, which some think can get even wider due to AI.
↑ X Beating The Market: How To Find Outperforming …","Just when many investors thought they only needed S&amp;P 500 growth stocks value stocks are outperforming. ETFs are highlighting the gap between growth and value, which some think can get even wider… [+150 chars]",0.9217,neutral
SPDR S&P 500 ETF TRUST,Raymond James Financial Inc. Takes $42.25 Million Position in FT Vest U.S. Equity Moderate Buffer ETF – September (BATS:GSEP),"Raymond James Financial Inc. acquired a new stake in FT Vest U.S. Equity Moderate Buffer ETF – September (BATS:GSEP – Free Report) during the fourth quarter, according to its most recent 13F filing with the Securities and Exchange Commission. The firm acquire…","Raymond James Financial Inc. acquired a new stake in FT Vest U.S. Equity Moderate Buffer ETF – September (BATS:GSEP – Free Report) during the fourth quarter, according to its most recent 13F filing w… [+2409 chars]",0.8316,neutral
SPDR S&P 500 ETF TRUST,This Simple Investing Blunder Could Cost You 8%+ Dividends,When it comes to our favorite income investments—8%+ yielding closed-end funds (CEFs)—there are still a lot of misconceptions out there.,"Investing Mistake
getty
I recently got some reader feedback that made me realize something: When it comes to our favorite income investments8%+ yielding closed-end funds (CEFs)there are still a lot… [+6420 chars]",0.5574,neutral
SPDR S&P 500 ETF TRUST,"Why Wall Street Is Punishing Palantir, Tesla and MicroStrategy Today","The tariffs-inspired stock market rout that began last week picked up steam on Monday, with the SPDR S&P 500 ETF Trust (NYSE: SPY) falling about 2.1% through noon ET, and the Nasdaq off 3.4%. Searching amongst the rubble, three stock selloffs stand out.
 
 
K…","Youve Read the News - Now Find the ExpertClick to discover leading experts on 50,000+ topics for media, events &amp; more.
Discover Experts on 50,000+ TopicsConnect for media, speaking, expert witne… [+95 chars]",-0.2263,negative
SPDR S&P 500 ETF TRUST,Steward Partners Investment Advisory LLC Has $1.33 Million Holdings in FT Cboe Vest U.S. Equity Moderate Buffer ETF – June (NYSEARCA:GJUN),"Steward Partners Investment Advisory LLC raised its position in FT Cboe Vest U.S. Equity Moderate Buffer ETF – June (NYSEARCA:GJUN – Free Report) by 9.5% during the 4th quarter, according to its most recent filing with the Securities and Exchange Commission (…","Steward Partners Investment Advisory LLC raised its position in FT Cboe Vest U.S. Equity Moderate Buffer ETF – June (NYSEARCA:GJUN – Free Report) by 9.5% during the 4th quarter, according to its most… [+2398 chars]",0.8316,positive
SPDR S&P 500 ETF TRUST,Is the SPDR S&P 500 ETF Trust the Smartest Investment You Can Make Today?,"With the three major indexes slipping over the past few weeks, now may not seem like the best time to invest in stocks. It's always more tempting to buy when we see a particular stock or asset rising, as we can easily imagine our returns if the momentum keeps…","Youve Read the News - Now Find the ExpertDiscover leading experts on 50,000+ topics for media, events &amp; more.
Discover Experts on 50,000+ TopicsConnect for media, speaking, expert witness inquir… [+86 chars]",0.9359,neutral
SPDR S&P 500 ETF TRUST,Is the SPDR S&P 500 ETF Trust the Smartest Investment You Can Make Today?,"In This Article:
With the three major indexes slipping over the past few weeks, now may not seem like the best time to invest in stocks. It's always more tempting to buy when we see a particular stock or asset rising, as we can easily imagine our returns if t…","Youve Read the News - Now Find the ExpertDiscover leading experts on 50,000+ topics for media, events &amp; more.
Discover Experts on 50,000+ TopicsConnect for media, speaking, expert witness inquir… [+86 chars]",0.9359,neutral
SPDR S&P 500 ETF TRUST,Is the SPDR S&P 500 ETF Trust the Smartest Investment You Can Make Today?,,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]",0.8957,neutral
SPDR S&P 500 ETF TRUST,Why You Can Do Better Than the SPDR S&P 500 ETF Trust,"SPDR S&P 500 ETF Trust (NYSEMKT: SPY) will always have a special place in the history of Wall Street. That's because the exchange-traded fund (ETF) was the first of its kind. But the ETF market has changed dramatically over the years and, today, investors can…","Discover leading experts on 50,000+ topicsConnect for media, speaking, expert witness inquiries &amp; more.
Experts on 50,000+ topicsClick to connect for media &amp; more.",0.8074,neutral
SPDR S&P 500 ETF TRUST,Why You Can Do Better Than the SPDR S&P 500 ETF Trust,,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]",0.8658,neutral
SPDR S&P 500 ETF TRUST,Proficio Capital Partners LLC Takes Position in Innovator Equity Defined Protection ETF 1 Yr August (BATS:ZAUG),"Proficio Capital Partners LLC purchased a new position in Innovator Equity Defined Protection ETF 1 Yr August (BATS:ZAUG – Free Report) in the fourth quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. …","Proficio Capital Partners LLC purchased a new position in Innovator Equity Defined Protection ETF 1 Yr August (BATS:ZAUG – Free Report) in the fourth quarter, according to the company in its most rec… [+2447 chars]",0.8316,neutral
