query,title,description,content,vaderScore,finbertResult
SPDR S&P 500,Commonwealth Equity Services LLC Has $2.94 Million Stock Holdings in AllianzIM U.S. Large Cap Buffer10 Aug ETF (NYSEARCA:AUGT),"Commonwealth Equity Services LLC trimmed its position in AllianzIM U.S. Large Cap Buffer10 Aug ETF (NYSEARCA:AUGT – Free Report) by 8.3% in the fourth quarter, Holdings Channel.com reports. The institutional investor owned 94,523 shares of the company’s stock…","Commonwealth Equity Services LLC trimmed its position in AllianzIM U.S. Large Cap Buffer10 Aug ETF (NYSEARCA:AUGT – Free Report) by 8.3% in the fourth quarter, Holdings Channel.com reports. The insti… [+2388 chars]",0.8316,negative
SPDR S&P 500,Envestnet Portfolio Solutions Inc. Boosts Stock Position in FT Vest U.S. Equity Deep Buffer ETF – March (BATS:DMAR),"Envestnet Portfolio Solutions Inc. increased its stake in FT Vest U.S. Equity Deep Buffer ETF – March (BATS:DMAR – Free Report) by 2.7% in the 4th quarter, Holdings Channel.com reports. The firm owned 12,786 shares of the company’s stock after buying an addit…","Envestnet Portfolio Solutions Inc. increased its stake in FT Vest U.S. Equity Deep Buffer ETF – March (BATS:DMAR – Free Report) by 2.7% in the 4th quarter, Holdings Channel.com reports. The firm owne… [+2522 chars]",0.9468,positive
SPDR S&P 500,Avantax Advisory Services Inc. Purchases New Shares in AllianzIM U.S. Large Cap Buffer10 Sep ETF (NYSEARCA:SEPT),"Avantax Advisory Services Inc. acquired a new position in AllianzIM U.S. Large Cap Buffer10 Sep ETF (NYSEARCA:SEPT – Free Report) in the fourth quarter, Holdings Channel reports. The institutional investor acquired 8,975 shares of the company’s stock, valued …","Avantax Advisory Services Inc. acquired a new position in AllianzIM U.S. Large Cap Buffer10 Sep ETF (NYSEARCA:SEPT – Free Report) in the fourth quarter, Holdings Channel reports. The institutional in… [+2490 chars]",0.9169,neutral
SPDR S&P 500,"Warren Buffett Top Wealth Gainer, Elon Musk Top Wealth Loser In 2025: Here's How Much Billionaires Have Added, Lost","Billionaire investor Warren Buffett continues to post annual gains for Berkshire Hathaway Inc (NYSE:BRK)(NYSE:BRK) stock that outperform the SPDR S&P 500 ETF Trust (NYSE:SPY), which tracks the S&P 500 Index.
Strong gains for Berkshire stock in 2025 have Buffe…","Billionaire investor Warren Buffett continues to post annual gains for Berkshire Hathaway Inc (NYSE:BRK)(NYSE:BRK) stock that outperform the SPDR S&amp;P 500 ETF Trust (NYSE:SPY), which tracks the S&… [+153 chars]",0.9607,positive
SPDR S&P 500,3 Big Dividends That Have Proven The ‘Experts’ Wrong Again,"Most investors who’ve invested for the long haul are ready to deal with this selloff. That’s because, over the last five years, stocks have been on an absolute tear.","MISTAKES TO AVOID
getty
Heres some good news in these uncertain times: Most investors whove invested for the long haul are well-equipped to deal with this selloff. Thats because, over the last five… [+6664 chars]",-0.7241,positive
SPDR S&P 500,SPDR S&P 500 ETF Trust: Pivot points,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",0.8442,neutral
SPDR S&P 500,"S&P 500, Dollar Index Decline Together For 1st Time Since 2008 Financial Crisis","Financial markets are experiencing a rare simultaneous downturn of the S&P 500 tracked by SPDR S&P 500 (NYSE:SPY) and the U.S. Dollar Index, echoing patterns last seen during the 2008 financial crisis. Recent data reveals a parallel decline that has sparked i…","Financial markets are experiencing a rare simultaneous downturn of the S&amp;P 500 tracked by SPDR S&amp;P 500 (NYSE:SPY) and the U.S. Dollar Index, echoing patterns last seen during the 2008 financi… [+154 chars]",-0.8481,negative
SPDR S&P 500,"Commonwealth Equity Services LLC Sells 2,947 Shares of AllianzIM U.S. Equity Buffer15 Uncapped Apr ETF (BATS:ARLU)","Commonwealth Equity Services LLC lessened its stake in shares of AllianzIM U.S. Equity Buffer15 Uncapped Apr ETF (BATS:ARLU – Free Report) by 2.0% during the 4th quarter, according to its most recent disclosure with the SEC. The institutional investor owned 1…","Commonwealth Equity Services LLC lessened its stake in shares of AllianzIM U.S. Equity Buffer15 Uncapped Apr ETF (BATS:ARLU – Free Report) by 2.0% during the 4th quarter, according to its most recent… [+1797 chars]",0.9042,positive
SPDR S&P 500,Technology Select Sector SPDR Fund (NYSEARCA:XLK) Stock Price Passes Below 200-Day Moving Average – Time to Sell?,Shares of Technology Select Sector SPDR Fund (NYSEARCA:XLK – Get Free Report) crossed below its 200-day moving average during trading on Monday . The stock has a 200-day moving average of $229.44 and traded as low as $216.57. Technology Select Sector SPDR Fun…,Shares of Technology Select Sector SPDR Fund (NYSEARCA:XLK – Get Free Report) crossed below its 200-day moving average during trading on Monday . The stock has a 200-day moving average of $229.44 and… [+2859 chars],0.836,negative
SPDR S&P 500,Commonwealth Equity Services LLC Acquires 713 Shares of SPDR SSGA US Sector Rotation ETF (NYSEARCA:XLSR),"Commonwealth Equity Services LLC raised its holdings in shares of SPDR SSGA US Sector Rotation ETF (NYSEARCA:XLSR – Free Report) by 1.1% in the 4th quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commissio…","Commonwealth Equity Services LLC raised its holdings in shares of SPDR SSGA US Sector Rotation ETF (NYSEARCA:XLSR – Free Report) by 1.1% in the 4th quarter, according to the company in its most recen… [+3127 chars]",0.9246,positive
SPDR S&P 500,HighTower Advisors LLC Makes New Investment in Innovator Equity Defined Protection ETF – 1 Yr October (NYSEARCA:ZOCT),"HighTower Advisors LLC bought a new stake in shares of Innovator Equity Defined Protection ETF – 1 Yr October (NYSEARCA:ZOCT – Free Report) in the 4th quarter, Holdings Channel reports. The firm bought 65,833 shares of the company’s stock, valued at approxima…","HighTower Advisors LLC bought a new stake in shares of Innovator Equity Defined Protection ETF – 1 Yr October (NYSEARCA:ZOCT – Free Report) in the 4th quarter, Holdings Channel reports. The firm boug… [+2385 chars]",0.9337,neutral
SPDR S&P 500,Charles Schwab Investment Management Inc. Has $6.82 Million Position in SPDR Portfolio S&P 500 Value ETF (NYSEARCA:SPYV),"Charles Schwab Investment Management Inc. cut its position in SPDR Portfolio S&P 500 Value ETF (NYSEARCA:SPYV – Free Report) by 11.3% during the 4th quarter, HoldingsChannel reports. The firm owned 133,286 shares of the company’s stock after selling 16,986 sh…","Charles Schwab Investment Management Inc. cut its position in SPDR Portfolio S&amp;P 500 Value ETF (NYSEARCA:SPYV – Free Report) by 11.3% during the 4th quarter, HoldingsChannel reports. The firm own… [+2927 chars]",0.8957,negative
SPDR S&P 500,What's hot in ETFs? Bond funds are in demand as investors flee the Nasdaq 'QQQ',"There have been strong inflows into fixed income, especially ultrashort funds. Precious metal funds have seen surprisingly light inflows.","About 2,000 asset managers and investment advisors are here at the Exchange ETF conference in Las Vegas.  
A small ETF crowd arrived Saturday night to see Dead &amp; Co. at the Sphere, who put on an… [+7850 chars]",0.7322,neutral
SPDR S&P 500,SPDR S&P 500 ETF Trust: Pivot points,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",0.8442,neutral
SPDR S&P 500,Is SPDR Gold Trust a Millionaire Maker?,"In This Article:
The U.S. stock market has had a rough start to 2025. The S&P 500 recently entered a correction, and while it quickly bounced back, the index remains below where it was in early January. Meanwhile, the SPDR Gold Trust (NYSEMKT: GLD) has surged…","In This Article:The U.S. stock market has had a rough start to 2025. The S&amp;P 500 recently entered a correction, and while it quickly bounced back, the index remains below where it was in early Ja… [+153 chars]",0.765,negative
SPDR S&P 500,FT Vest U.S. Equity Buffer ETF – March (BATS:FMAR) Shares Sold by Avantax Advisory Services Inc.,"Avantax Advisory Services Inc. cut its holdings in shares of FT Vest U.S. Equity Buffer ETF – March (BATS:FMAR – Free Report) by 55.5% during the fourth quarter, Holdings Channel reports. The firm owned 10,100 shares of the company’s stock after selling 12,61…","Avantax Advisory Services Inc. cut its holdings in shares of FT Vest U.S. Equity Buffer ETF – March (BATS:FMAR – Free Report) by 55.5% during the fourth quarter, Holdings Channel reports. The firm ow… [+2389 chars]",0.8807,negative
SPDR S&P 500,"Harbour Investments Inc. Buys Shares of 2,391 FT Cboe Vest U.S. Equity Moderate Buffer ETF – November (NYSEARCA:GNOV)","Harbour Investments Inc. purchased a new position in shares of FT Cboe Vest U.S. Equity Moderate Buffer ETF – November (NYSEARCA:GNOV – Free Report) during the fourth quarter, according to its most recent filing with the Securities and Exchange Commission. Th…","Harbour Investments Inc. purchased a new position in shares of FT Cboe Vest U.S. Equity Moderate Buffer ETF – November (NYSEARCA:GNOV – Free Report) during the fourth quarter, according to its most r… [+2656 chars]",0.9246,neutral
SPDR S&P 500,"Harbour Investments Inc. Invests $81,000 in AllianzIM U.S. Equity Buffer15 Uncapped Nov ETF (BATS:NVBU)","Harbour Investments Inc. acquired a new position in shares of AllianzIM U.S. Equity Buffer15 Uncapped Nov ETF (BATS:NVBU – Free Report) during the fourth quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Com…","Harbour Investments Inc. acquired a new position in shares of AllianzIM U.S. Equity Buffer15 Uncapped Nov ETF (BATS:NVBU – Free Report) during the fourth quarter, according to the company in its most… [+2035 chars]",0.9042,neutral
SPDR S&P 500,AllianzIM U.S. Equity Buffer15 Uncapped Jul ETF (BATS:JULU) Stock Position Trimmed by Commonwealth Equity Services LLC,"Commonwealth Equity Services LLC trimmed its position in shares of AllianzIM U.S. Equity Buffer15 Uncapped Jul ETF (BATS:JULU – Free Report) by 0.5% in the fourth quarter, according to its most recent 13F filing with the Securities & Exchange Commission. The …","Commonwealth Equity Services LLC trimmed its position in shares of AllianzIM U.S. Equity Buffer15 Uncapped Jul ETF (BATS:JULU – Free Report) by 0.5% in the fourth quarter, according to its most recen… [+1976 chars]",0.9042,negative
SPDR S&P 500,"Envestnet Portfolio Solutions Inc. Sells 1,888 Shares of FT Vest U.S. Equity Buffer ETF – March (BATS:FMAR)","Envestnet Portfolio Solutions Inc. lessened its position in shares of FT Vest U.S. Equity Buffer ETF – March (BATS:FMAR – Free Report) by 8.3% in the fourth quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commi…","Envestnet Portfolio Solutions Inc. lessened its position in shares of FT Vest U.S. Equity Buffer ETF – March (BATS:FMAR – Free Report) by 8.3% in the fourth quarter, according to the company in its m… [+2774 chars]",0.9477,positive
SPDR S&P 500,"Dow, S&P end flat, Nasdaq snaps four-week decline on tariff hopes",Trump said there will be flexibility on tariffs and that his top trade chief plans to speak with his Chinese counterpart next week. The president also reiterated his plan to use duties as a way to narrow the U.S. trade deficit with China.,"NEW YORK, - The S&amp;P and Dow eked out slight gains on Friday, erasing earlier losses after comments from U.S. President Donald Trump provided hope that previously announced tariffs expected to beg… [+3845 chars]",0.6815,positive
SPDR S&P 500,Uncover the Week's Key Stock Market Movements,"If one word could characterize this week's stock market price action, it would be ""sideways."" At least it's better than trending lower. The stock market seemed comfortable with the Federal Reserve's message on Wednesday, but lost that upside momentum and wasn…","<ul><li>Price action was sideways this week, with a lot of up and down movement.</li><li>FedEx's weak guidance sent the stock price sliding 6.45%.</li><li>Precious metals rally with gold prices hitti… [+3663 chars]",-0.6486,negative
SPDR S&P 500,3 of Goldman Sachs' best investing tips for currently volatile markets,"Volatile times in markets require precision, Goldman Sachs reminds investors.","Volatile times in markets require extra precision, says Goldman Sachs chief US equity strategist David Kostin.
In a new note on Friday, Kostin offered three recommendations for investors dealing wit… [+2534 chars]",0.6369,neutral
SPDR S&P 500,"Farther Finance Advisors LLC Purchases Shares of 4,496 Innovator Equity Defined Protection ETF – 2 Yr To January 2026 (NYSEARCA:AJAN)","Farther Finance Advisors LLC purchased a new stake in shares of Innovator Equity Defined Protection ETF – 2 Yr To January 2026 (NYSEARCA:AJAN – Free Report) during the 4th quarter, HoldingsChannel reports. The firm purchased 4,496 shares of the company’s stoc…","Farther Finance Advisors LLC purchased a new stake in shares of Innovator Equity Defined Protection ETF – 2 Yr To January 2026 (NYSEARCA:AJAN – Free Report) during the 4th quarter, HoldingsChannel re… [+2455 chars]",0.9246,neutral
SPDR S&P 500,"HighTower Advisors LLC Acquires 2,225 Shares of AB Conservative Buffer ETF (NASDAQ:BUFC)","HighTower Advisors LLC grew its holdings in AB Conservative Buffer ETF (NASDAQ:BUFC – Free Report) by 2.6% during the 4th quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The firm owned 86,364 shares of the co…","HighTower Advisors LLC grew its holdings in AB Conservative Buffer ETF (NASDAQ:BUFC – Free Report) by 2.6% during the 4th quarter, according to its most recent Form 13F filing with the Securities and… [+1572 chars]",0.9246,positive
SPDR S&P 500,Raymond James Financial Inc. Takes Position in Innovator U.S. Equity 10 Buffer ETF – Quarterly (BATS:ZALT),"Raymond James Financial Inc. acquired a new position in shares of Innovator U.S. Equity 10 Buffer ETF – Quarterly (BATS:ZALT – Free Report) in the 4th quarter, Holdings Channel.com reports. The fund acquired 368,089 shares of the company’s stock, valued at ap…","Raymond James Financial Inc. acquired a new position in shares of Innovator U.S. Equity 10 Buffer ETF – Quarterly (BATS:ZALT – Free Report) in the 4th quarter, Holdings Channel.com reports. The fund … [+3119 chars]",0.9337,neutral
SPDR S&P 500,Economists React To Powell: 'We Are Now Seeing The Stag And The Flation',"The Federal Reserve left interest rates unchanged at 4.25%-4.50% on Wednesday, with Chairman Jerome Powell reviving the term “transitory” to describe the...","Economists React To Powell: 'We Are Now Seeing The Stag And The Flation'
The Federal Reserve left interest rates unchanged at 4.25%-4.50% on Wednesday, with Chairman Jerome Powell reviving the term … [+4480 chars]",0.7184,neutral
SPDR S&P 500,SPDR S&P 500 ETF Trust: Pivot points,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",0.8442,neutral
SPDR S&P 500,"HighTower Advisors LLC Sells 1,307 Shares of SPDR SSGA US Sector Rotation ETF (NYSEARCA:XLSR)","HighTower Advisors LLC reduced its stake in SPDR SSGA US Sector Rotation ETF (NYSEARCA:XLSR – Free Report) by 1.4% in the 4th quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The firm owned 89,724 sh…","HighTower Advisors LLC reduced its stake in SPDR SSGA US Sector Rotation ETF (NYSEARCA:XLSR – Free Report) by 1.4% in the 4th quarter, according to the company in its most recent disclosure with the … [+2922 chars]",0.875,negative
SPDR S&P 500,Stock Market Shifts Gears: Indexes Plunge After Climb,"Tuesday's stock market action marked a reversal in investor sentiment, with the broader indexes closing lower. The S&P 500 ($SPX), Nasdaq Composite ($COMPQ), and Dow Jones Industrial Average ($INDU) are still below their 200-day simple moving average (SMA). I…","<ul><li>The broader stock market indexes break their two day winning streak.</li><li>Gold prices hit a new all-time high.</li><li>European stocks are in a solid uptrend.</li></ul>
Tuesday's stock ma… [+3664 chars]",0.4215,negative
SPDR S&P 500,3 trades keeping investors in the green this year as the S&P 500 corrects,"It's been a rough start to the year for the S&P 500, but these trades are in the green.","Tariff volatility, mounting recession fears, and uncertainty around the AI trade have rocked markets this year pushing the S&amp;P 500 into correction territory last week.
But amid the stock-market … [+4090 chars]",-0.8885,negative
SPDR S&P 500,"PNC Financial Services Group Inc. Has $576,000 Stock Position in SPDR S&P Transportation ETF (NYSEARCA:XTN)","PNC Financial Services Group Inc. lowered its position in shares of SPDR S&P Transportation ETF (NYSEARCA:XTN – Free Report) by 7.0% in the fourth quarter, according to its most recent disclosure with the SEC. The institutional investor owned 6,641 shares of …","PNC Financial Services Group Inc. lowered its position in shares of SPDR S&amp;P Transportation ETF (NYSEARCA:XTN – Free Report) by 7.0% in the fourth quarter, according to its most recent disclosure… [+2269 chars]",0.8807,negative
SPDR S&P 500,This ‘Unpatriotic’ Trade Nets You A 9.1% Dividend,"For years, it’s been a struggle to try to convince many US investors to spread some of their money abroad. But 2025 might be a different story.","Closeup of an American flag in a row. Memorial day, Independence day, Veterans day, patriotic ... [+] concept. Copy space.
getty
For years, its been a struggle to try to convince many US investors … [+5809 chars]",-0.1531,neutral
SPDR S&P 500,"1,755 Shares in SPDR S&P Fossil Fuel Reserves Free ETF (NYSEARCA:SPYX) Purchased by Steward Partners Investment Advisory LLC","Steward Partners Investment Advisory LLC bought a new position in shares of SPDR S&P Fossil Fuel Reserves Free ETF (NYSEARCA:SPYX – Free Report) during the 4th quarter, Holdings Channel reports. The firm bought 1,755 shares of the company’s stock, valued at a…","Steward Partners Investment Advisory LLC bought a new position in shares of SPDR S&amp;P Fossil Fuel Reserves Free ETF (NYSEARCA:SPYX – Free Report) during the 4th quarter, Holdings Channel reports. … [+2666 chars]",0.9781,neutral
SPDR S&P 500,Health Care Select Sector SPDR Fund (NYSEARCA:XLV) Stock Price Crosses Below Two Hundred Day Moving Average – Here’s Why,Health Care Select Sector SPDR Fund (NYSEARCA:XLV – Get Free Report) passed below its 200-day moving average during trading on Monday . The stock has a 200-day moving average of $147.09 and traded as low as $144.72. Health Care Select Sector SPDR Fund shares …,Health Care Select Sector SPDR Fund (NYSEARCA:XLV – Get Free Report) passed below its 200-day moving average during trading on Monday . The stock has a 200-day moving average of $147.09 and traded as… [+2667 chars],0.9612,negative
SPDR S&P 500,Calamos S&P 500 Structured Alt Protection ETF – September (NYSEARCA:CPST) Trading Up 0.1% – Time to Buy?,"Calamos S&P 500 Structured Alt Protection ETF – September (NYSEARCA:CPST – Get Free Report) was up 0.1% on Monday . The company traded as high as $25.22 and last traded at $25.22. Approximately 95 shares were traded during mid-day trading, a decline of 99% fr…",Calamos S&amp;P 500 Structured Alt Protection ETF – September (NYSEARCA:CPST – Get Free Report) was up 0.1% on Monday . The company traded as high as $25.22 and last traded at $25.22. Approximately 9… [+2299 chars],0.8316,positive
SPDR S&P 500,Stock market today: Live updates,The three major averages slid on Tuesday. The declines follow a pair of winning sessions.,"Stocks pulled back Tuesday as a sell-off that has engulfed Wall Street in recent weeks resumed after two straight winning sessions.
The Dow Jones Industrial Average lost 260.32 points, or 0.62%, clo… [+2292 chars]",0.7506,negative
SPDR S&P 500,S&P 500 Price Trend Flashes Warning Signals But This Expert Says 'Start Looking For A Buy Signal' After Last Week's Drawdown,"The S&P 500 index jumped over 2% on Friday, after a fall into the correction zone on Thursday last week, whereas the Nasdaq continues to be in the correction...","S&amp;P 500 Price Trend Flashes Warning Signals But This Expert Says 'Start Looking For A Buy Signal' After Last Week's Drawdown
Benzinga and Yahoo Finance LLC may earn commission or revenue on some… [+2144 chars]",-0.5859,negative
SPDR S&P 500,Are options signaling the market stability to come?,"The options market could be signaling better days ahead and an end to 2025's volatile sell-offs, pointing to the SPDR S&P 500 ETF (SPY) falling to a two-year...",options market is signaling the worst of the stock selloff could be behind us. The cost of hedging against a 10% drop in the S&amp;P 500 Spy ETF now at a two-year low relative to contracts that profi… [+4438 chars],-0.7184,negative
SPDR S&P 500,SPDR S&P 500 ETF Trust: Pivot points,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",0.8442,neutral
SPDR S&P 500 ETF TRUST,Envestnet Portfolio Solutions Inc. Acquires New Position in FT Vest U.S. Equity Buffer ETF – January (BATS:FJAN),"Envestnet Portfolio Solutions Inc. acquired a new stake in FT Vest U.S. Equity Buffer ETF – January (BATS:FJAN – Free Report) during the 4th quarter, according to the company in its most recent filing with the SEC. The institutional investor acquired 9,463 sh…","Envestnet Portfolio Solutions Inc. acquired a new stake in FT Vest U.S. Equity Buffer ETF – January (BATS:FJAN – Free Report) during the 4th quarter, according to the company in its most recent filin… [+2792 chars]",0.8658,neutral
SPDR S&P 500 ETF TRUST,Envestnet Portfolio Solutions Inc. Purchases New Stake in FT Cboe Vest U.S. Equity Moderate Buffer ETF – November (NYSEARCA:GNOV),"Envestnet Portfolio Solutions Inc. acquired a new position in shares of FT Cboe Vest U.S. Equity Moderate Buffer ETF – November (NYSEARCA:GNOV – Free Report) during the 4th quarter, according to the company in its most recent 13F filing with the Securities an…","Envestnet Portfolio Solutions Inc. acquired a new position in shares of FT Cboe Vest U.S. Equity Moderate Buffer ETF – November (NYSEARCA:GNOV – Free Report) during the 4th quarter, according to the … [+2838 chars]",0.936,neutral
SPDR S&P 500 ETF TRUST,"Avantax Advisory Services Inc. Has $238,000 Position in FT Cboe Vest U.S. Equity Moderate Buffer ETF – June (NYSEARCA:GJUN)","Avantax Advisory Services Inc. lessened its holdings in shares of FT Cboe Vest U.S. Equity Moderate Buffer ETF – June (NYSEARCA:GJUN – Free Report) by 43.5% during the 4th quarter, according to its most recent disclosure with the SEC. The fund owned 6,612 sha…","Avantax Advisory Services Inc. lessened its holdings in shares of FT Cboe Vest U.S. Equity Moderate Buffer ETF – June (NYSEARCA:GJUN – Free Report) by 43.5% during the 4th quarter, according to its m… [+2660 chars]",0.875,positive
SPDR S&P 500 ETF TRUST,"S&P 500, Nasdaq 100 Trackers SPY And QQQ Below 200-Day Average As Tariff Concerns Continue To Trouble Markets","The exchange-traded funds tracking the S&P 500 index fell again, whereas the one tracking the Nasdaq 100 continues to remain below its 200-day average as President Donald Trump‘s tariff announcements continue to make headlines.
What Happened: The technical an…","The exchange-traded funds tracking the S&amp;P 500 index fell again, whereas the one tracking the Nasdaq 100 continues to remain below its 200-day average as President Donald Trumps tariff announceme… [+150 chars]",-0.4019,negative
SPDR S&P 500 ETF TRUST,IVV Attracts $18.3 Billion; KRE Grows Its Asset Base,"The iShares Core S&P 500 ETF (IVV) pulled in $18.3 billion on Tuesday. Here are the daily ETF fund flows for March 26, 2025.","The iShares Core S&amp;P 500 ETF (IVV) pulled in $18.3 billion as the S&amp;P 500 eked out a 0.2% gain Tuesday, according to etf.com daily fund flows data.
The Invesco QQQ Trust (QQQ) attracted $1 b… [+4687 chars]",0.9287,positive
SPDR S&P 500 ETF TRUST,Commonwealth Equity Services LLC Has $2.94 Million Stock Holdings in AllianzIM U.S. Large Cap Buffer10 Aug ETF (NYSEARCA:AUGT),"Commonwealth Equity Services LLC trimmed its position in AllianzIM U.S. Large Cap Buffer10 Aug ETF (NYSEARCA:AUGT – Free Report) by 8.3% in the fourth quarter, Holdings Channel.com reports. The institutional investor owned 94,523 shares of the company’s stock…","Commonwealth Equity Services LLC trimmed its position in AllianzIM U.S. Large Cap Buffer10 Aug ETF (NYSEARCA:AUGT – Free Report) by 8.3% in the fourth quarter, Holdings Channel.com reports. The insti… [+2388 chars]",0.8316,negative
