query,title,description,content,vaderScore,finbertResult
AMZN,"Mengis Capital Management Inc. Has $8.76 Million Stock Holdings in Amazon.com, Inc. (NASDAQ:AMZN)","Mengis Capital Management Inc. lifted its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 2.4% during the 4th quarter, Holdings Channel reports. The firm owned 39,925 shares of the e-commerce giant’s stock after purchasing an additional 925 shares dur…","Mengis Capital Management Inc. lifted its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 2.4% during the 4th quarter, Holdings Channel reports. The firm owned 39,925 shares of the e-commerce… [+5947 chars]",0.8402,positive
AMZN,"Amazon.com, Inc. (NASDAQ:AMZN) Shares Sold by Blackhawk Capital Partners LLC.","Blackhawk Capital Partners LLC. trimmed its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 5.9% during the fourth quarter, HoldingsChannel.com reports. The fund owned 23,402 shares of the e-commerce giant’s stock after selling 1,469 shares during the period. Amaz…","Blackhawk Capital Partners LLC. trimmed its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 5.9% during the fourth quarter, HoldingsChannel.com reports. The fund owned 23,402 shares of the e-commerce gian… [+5912 chars]",0.7783,neutral
AMZN,"Sierra Capital LLC Acquires 1,057 Shares of Amazon.com, Inc. (NASDAQ:AMZN)","Sierra Capital LLC raised its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 1.6% in the 4th quarter, according to its most recent 13F filing with the SEC. The fund owned 66,558 shares of the e-commerce giant’s stock after acquiring an additional 1,0…","Sierra Capital LLC raised its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 1.6% in the 4th quarter, according to its most recent 13F filing with the SEC. The fund owned 66,558 shares of th… [+6000 chars]",0.8402,positive
AMZN,"BankPlus Trust Department Purchases New Position in Amazon.com, Inc. (NASDAQ:AMZN)","BankPlus Trust Department acquired a new stake in Amazon.com, Inc. (NASDAQ:AMZN) during the 4th quarter, Holdings Channel.com reports. The fund acquired 18,113 shares of the e-commerce giant’s stock, valued at approximately $3,974,000. Amazon.com comprises ap…","BankPlus Trust Department acquired a new stake in Amazon.com, Inc. (NASDAQ:AMZN) during the 4th quarter, Holdings Channel.com reports. The fund acquired 18,113 shares of the e-commerce giant’s stock,… [+5602 chars]",0.9451,neutral
AMZN,"Wealthstream Advisors Inc. Boosts Position in Amazon.com, Inc. (NASDAQ:AMZN)","Wealthstream Advisors Inc. increased its holdings in Amazon.com, Inc. (NASDAQ:AMZN) by 6.3% in the fourth quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The firm owned 13,261 shares of the e-commerce giant’s s…","Wealthstream Advisors Inc. increased its holdings in Amazon.com, Inc. (NASDAQ:AMZN) by 6.3% in the fourth quarter, according to its most recent Form 13F filing with the Securities &amp; Exchange Comm… [+6068 chars]",0.8779,positive
AMZN,"Amazon.com, Inc. (NASDAQ:AMZN) Stock Holdings Raised by Trifecta Capital Advisors LLC","Trifecta Capital Advisors LLC raised its position in Amazon.com, Inc. (NASDAQ:AMZN) by 2.1% in the 4th quarter, Holdings Channel reports. The fund owned 109,833 shares of the e-commerce giant’s stock after purchasing an additional 2,303 shares during the peri…","Trifecta Capital Advisors LLC raised its position in Amazon.com, Inc. (NASDAQ:AMZN) by 2.1% in the 4th quarter, Holdings Channel reports. The fund owned 109,833 shares of the e-commerce giant’s stock… [+5686 chars]",0.6808,positive
AMZN,"Holistic Financial Partners Trims Stock Position in Amazon.com, Inc. (NASDAQ:AMZN)","Holistic Financial Partners decreased its position in Amazon.com, Inc. (NASDAQ:AMZN) by 2.9% in the fourth quarter, Holdings Channel reports. The firm owned 14,423 shares of the e-commerce giant’s stock after selling 437 shares during the period. Amazon.com a…","Holistic Financial Partners decreased its position in Amazon.com, Inc. (NASDAQ:AMZN) by 2.9% in the fourth quarter, Holdings Channel reports. The firm owned 14,423 shares of the e-commerce giant’s st… [+5593 chars]",0.6808,negative
AMZN,"Amazon.com, Inc. (NASDAQ:AMZN) Receives $260.65 Average PT from Analysts","Shares of Amazon.com, Inc. (NASDAQ:AMZN) have earned an average recommendation of “Moderate Buy” from the forty-five research firms that are currently covering the company, MarketBeat.com reports. Two investment analysts have rated the stock with a hold recom…","Shares of Amazon.com, Inc. (NASDAQ:AMZN) have earned an average recommendation of “Moderate Buy” from the forty-five research firms that are currently covering the company, MarketBeat.com reports. Tw… [+5548 chars]",0.5267,positive
AMZN,"Amazon.com, Inc. (AMZN) Growth Story Intact—Analyst Reiterates Buy Rating","We recently published a list of the 10 AI Stocks Catching Wall Street’s Attention. In this article, we are going to take a look at where Amazon.com Inc...","We recently published a list of the 10 AI Stocks Catching Wall Streets Attention. In this article, we are going to take a look at where Amazon.com Inc. (NASDAQ:AMZN) stands against other AI stocks th… [+4575 chars]",0.3818,neutral
AMZN,"Target makes bold move to answer Walmart, Amazon","Over the last few years, Amazon (AMZN) and Walmart (WMT) have been the leaders in the delivery sector, offering multiple options for consumers to receive their packages more efficiently and faster than all others.
Both retail giants have leveraged their deliv…","Over the last few years, Amazon (AMZN) and Walmart (WMT) have been the leaders in the delivery sector, offering multiple options for consumers to receive their packages more efficiently and faster th… [+146 chars]",0.893,positive
AMZN,Starwood Capital Buys 38 Warehouses From Goldman Sachs and Dalfen for $685M,"Starwood Capital Group has acquired a portfolio of 38 warehouses from Goldman Sachs and Dalfen Industrial for roughly $685 million, Bloomberg reported. The portfolio — which has properties in cities including Dallas, Atlanta, Nashville, Tenn., and Austin, Tex…","Starwood Capital Group has acquired a portfolio of 38 warehouses from Goldman Sachs (GS) and Dalfen Industrialfor roughly $685 million, Bloomberg reported.
The portfolio which has properties in citi… [+1523 chars]",0.0,neutral
AMZN,Watch These UPS Price Levels After Stock Hits 5-Year Low,United Parcel Service shares moved higher Wednesday after falling yesterday to their lowest level in nearly five years. Here are the key chart levels to...,"Source: TradingView.com
<ul><li>United Parcel Service shares moved higher Wednesday after falling yesterday to their lowest level in nearly five years.
</li><li>Since setting their record high in J… [+3373 chars]",-0.3182,negative
AMZN,Analyst reboots Carvana stock price target on pullback,This is what could happen next to Carvana's stock.,"These are the people who want to drive you happy.
In 2022, online used car retailer Carvana  (CVNA)  made its Super Bowl debut with a 30-second commercial with the slogan ""We'll Drive You Happy.""
D… [+4612 chars]",0.9118,neutral
AMZN,"Despite DeepSeek Buzz, Amazon, U.S. Tech Giants Have These AI Advantages Over China, Says Analyst",U.S. tech companies are way outspending China peers on AI. That could prove a long-term advantage for Amazon stock and other U.S. giants.,DeepSeek's reportedly lower-cost AI models have made investors uneasy about big spending from U.S. tech giants such as Amazon (AMZN). But the hundreds of billions of dollars that American tech giants… [+4342 chars],0.2242,positive
AMZN,Americans say they are sacrificing their happiness in the face of tariffs and stubborn inflation,"The pandemic is over, but many Americans now feel locked down by their finances. They are looking for more ways to keep up with rising prices as tariffs and ...","Middle-income households those earning $50,000 to $99,000 have been the group most likely to cut back on nonessential spending, according to Intuit Credit Karma. - MarketWatch illustration/iStockphot… [+7534 chars]",0.2034,negative
AMZN,CoreWeave’s IPO Valuation Is Rotten To The Core,"CoreWeave’s IPO looks more like a plan to boost Wall Street insider bonuses and throw a lifeline to a cash-burning business, rather than the launch of the next NVIDIA.","CANADA - 2025/03/19: In this photo illustration, the CoreWeave logo is seen displayed on a ... More smartphone screen. (Photo Illustration by Thomas Fuller/SOPA Images/LightRocket via Getty Images)
… [+19433 chars]",0.6997,neutral
AMZN,Cybersecurity Stock Cracks Breakout Code — With Help From Amazon,"Labeling itself ""The World's Identity Company,"" cybersecurity leader Okta (OKTA) continues to build on its partnership with Amazon.com (AMZN) subsidiary Amazon Web Services. After getting named the AWS Global Marketplace Partner Of The Year, Okta has just hit…","Labeling itself ""The World's Identity Company,"" cybersecurity leader Okta (OKTA) continues to build on its partnership with Amazon.com (AMZN) subsidiary Amazon Web Services. After getting named the A… [+143 chars]",0.875,positive
AMZN,It Is Time To Buy Tesla And Amazon,"Of the Magnificent Seven stocks, these two appear to be the two to own now. Monthly price cycles have turned up and the share price of both stocks has followed.","AP Photo/Nam Y. Huh
Copyright 2025 The Associated Press. All rights reserved.
The last postings described the market conditions for the magnificent seven stocks plus one. Two stocks now stand out: … [+1414 chars]",0.8934,neutral
AMZN,Here's how much the Magnificent 7's revenue grew last year,The Magnificent Seven companies that dominate the tech industry and the U.S. stock market each reported billions of dollars in revenue last year.Read more...,"The Magnificent Seven companies that dominate the tech industry and the U.S. stock market each reported billions of dollars in revenue last year.
While Amazon (AMZN) reported the highest annual reve… [+165 chars]",0.9132,neutral
AMZN,"Amazon.com, Inc. (NASDAQ:AMZN) Holdings Boosted by RPG Investment Advisory LLC","RPG Investment Advisory LLC grew its holdings in Amazon.com, Inc. (NASDAQ:AMZN) by 0.1% in the fourth quarter, Holdings Channel.com reports. The firm owned 101,068 shares of the e-commerce giant’s stock after purchasing an additional 77 shares during the peri…","RPG Investment Advisory LLC grew its holdings in Amazon.com, Inc. (NASDAQ:AMZN) by 0.1% in the fourth quarter, Holdings Channel.com reports. The firm owned 101,068 shares of the e-commerce giant’s st… [+5694 chars]",0.7964,positive
AMZN,"Moisand Fitzgerald Tamayo LLC Sells 74 Shares of Amazon.com, Inc. (NASDAQ:AMZN)","Moisand Fitzgerald Tamayo LLC reduced its stake in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 8.0% in the 4th quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The fund owned 852 shares of the …","Moisand Fitzgerald Tamayo LLC reduced its stake in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 8.0% in the 4th quarter, according to the company in its most recent 13F filing with the Securities and … [+6079 chars]",0.8807,negative
AMZN,"Amazon.com, Inc. (NASDAQ:AMZN) Shares Sold by Northwest Capital Management Inc","Northwest Capital Management Inc reduced its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 1.2% during the 4th quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission. The institutional investor owned 23,1…","Northwest Capital Management Inc reduced its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 1.2% during the 4th quarter, according to the company in its most recent Form 13F filing with the Securities an… [+6100 chars]",0.6808,negative
AMZN,"Partners Wealth Management LLC Takes $1.61 Million Position in Amazon.com, Inc. (NASDAQ:AMZN)","Partners Wealth Management LLC bought a new position in shares of Amazon.com, Inc. (NASDAQ:AMZN) in the fourth quarter, Holdings Channel.com reports. The institutional investor bought 7,341 shares of the e-commerce giant’s stock, valued at approximately $1,61…","Partners Wealth Management LLC bought a new position in shares of Amazon.com, Inc. (NASDAQ:AMZN) in the fourth quarter, Holdings Channel.com reports. The institutional investor bought 7,341 shares of… [+5638 chars]",0.9601,neutral
AMZN,"Hardman Johnston Global Advisors LLC Acquires 51,335 Shares of Amazon.com, Inc. (NASDAQ:AMZN)","Hardman Johnston Global Advisors LLC grew its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 40.1% in the fourth quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission. The fund owned 179,505 share…","Hardman Johnston Global Advisors LLC grew its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 40.1% in the fourth quarter, according to the company in its most recent 13F filing with the Secu… [+6439 chars]",0.7783,positive
AMZN,"Rowlandmiller & PARTNERS.ADV Buys 150 Shares of Amazon.com, Inc. (NASDAQ:AMZN)","Rowlandmiller & PARTNERS.ADV increased its stake in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 1.6% during the fourth quarter, according to its most recent filing with the SEC. The institutional investor owned 9,307 shares of the e-commerce giant’s stock aft…","Rowlandmiller &amp; PARTNERS.ADV increased its stake in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 1.6% during the fourth quarter, according to its most recent filing with the SEC. The institutional… [+6200 chars]",0.875,positive
AMZN,"Amazon.com, Inc. (NASDAQ:AMZN) Shares Acquired by Roffman Miller Associates Inc. PA","Roffman Miller Associates Inc. PA boosted its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 1.9% during the fourth quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The institutional investor ow…","Roffman Miller Associates Inc. PA boosted its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 1.9% during the fourth quarter, according to its most recent Form 13F filing with the Securities … [+5827 chars]",0.9186,positive
AMZN,"World Equity Group Inc. Buys 309 Shares of Amazon.com, Inc. (NASDAQ:AMZN)","World Equity Group Inc. increased its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 1.0% in the 4th quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission. The fund owned 30,084 shares of the e-commerce giant’…","World Equity Group Inc. increased its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 1.0% in the 4th quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commi… [+5825 chars]",0.875,positive
AMZN,"Amazon.com, Inc. (NASDAQ:AMZN) Shares Bought by Dover Advisors LLC","Dover Advisors LLC increased its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 2.3% during the fourth quarter, according to its most recent filing with the Securities & Exchange Commission. The fund owned 25,329 shares of the e-commerce giant’s stock after acqui…","Dover Advisors LLC increased its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 2.3% during the fourth quarter, according to its most recent filing with the Securities &amp; Exchange Commission. The fund… [+5849 chars]",0.875,positive
AMZN,"Capital Advisors Ltd. LLC Buys 281 Shares of Amazon.com, Inc. (NASDAQ:AMZN)","Capital Advisors Ltd. LLC increased its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 2.3% in the fourth quarter, Holdings Channel reports. The institutional investor owned 12,273 shares of the e-commerce giant’s stock after acquiring an additional 281 shares du…","Capital Advisors Ltd. LLC increased its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 2.3% in the fourth quarter, Holdings Channel reports. The institutional investor owned 12,273 shares of the e-commer… [+6074 chars]",0.875,positive
AMZN,"Amazon.com, Inc. (AMZN) Zoox Recalls Vehicles ‘In the Interest of Transparency’ After Safety Issues",,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]",0.8519,neutral
AMZN,"Amazon.com, Inc. (AMZN) Could See Big AI-Fuelled Growth, Says Analyst With ‘Buy’ Rating",,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]",0.7269,neutral
AMZN,Buy and hold these ASX ETFs forever after the market selloff,"These funds could be great long term picks. Let's find out why.
The post Buy and hold these ASX ETFs forever after the market selloff appeared first on The Motley Fool Australia.","It certainly has been a volatile few weeks for investors, with market selloffs shaking confidence and dragging down prices across the board.
But history shows that these difficult periods of weaknes… [+2939 chars]",-0.0387,negative
AMZN,Jim Cramer Says Amazon.com (AMZN) is One of His Favorite Stocks,,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]",0.7579,neutral
AMZN,UPS Stock Closes at Lowest Level in Nearly 5 Years,The Stock Led S&P 500 Decliners on Tuesday,"United Parcel Service (UPS) was the worst-performing stock in the S&amp;P 500 on Tuesday as the shipping giant's shares closed at their lowest level in nearly five years.
UPS shares fell 5% to $109.… [+627 chars]",0.25,negative
AMZN,Competitor Analysis: Evaluating Amazon.com And Competitors In Broadline Retail Industry,"Amidst the fast-paced and highly competitive business environment of today, conducting comprehensive company analysis is essential for investors and industry enthusiasts. In this article, we will delve into an extensive industry comparison, evaluating Amazon.…","Amidst the fast-paced and highly competitive business environment of today, conducting comprehensive company analysis is essential for investors and industry enthusiasts. In this article, we will del… [+147 chars]",0.8685,neutral
AMZN,Alibaba's chairman thinks there's an AI data center bubble,The race to build out data centers for artificial intelligence is worrying one billionaire.Read more...,"In This Story
The race to build out data centers for artificial intelligence is worrying one billionaire.
Alibaba (BABA-0.16%
) chairman Joe Tsai said that AI data center construction may overtake… [+2569 chars]",0.34,neutral
AMZN,"Amazon.com, Inc. (AMZN) Among the 10 Goldman Sachs Tech Stocks to Buy",,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]",0.5423,neutral
AMZN,Google’s Waymo is sending self-driving cars to Washington D.C.,"Waymo (GOOGL), the self-driving startup backed by Alphabet, is sending its robotaxis to Washington, D.C.Read more...","In This Story
Waymo (GOOGL+0.79%
), the self-driving startup backed by Alphabet, is sending its robotaxis to Washington, D.C.
The company said it wants to launch its Waymo One ride-hailing service… [+2904 chars]",0.0516,neutral
AMZN,"If You Bought 1 Share of Amazon at Its IPO, Here's How Many Shares You Would Own Now","In This Article:
Amazon (NASDAQ: AMZN) has changed a lot since its founding in 1994, going from an online bookstore to a market leader in e-commerce, cloud computing, and advertising.
Due to its incredible growth, the company has split its stock four times to…","In This Article:Amazon (NASDAQ: AMZN) has changed a lot since its founding in 1994, going from an online bookstore to a market leader in e-commerce, cloud computing, and advertising.Due to its incred… [+142 chars]",0.8268,neutral
AMZN STOCK,Google Spinoff Targets Musk Starlink Service But Is Amazon's Kuiper Only Real Threat?,The Elon Musk Starlink broadband satellite service holds a big lead as Google's Taara seeks new funding and Amazon ramps up Kuiper competition.,"The global broadband internet landscape may well have a new entrant market some day in Taara, spun off this month by Google-parent Alphabet (GOOGL). But Elon Musk's satellite service Starlink, part o… [+4139 chars]",-0.2263,neutral
AMZN STOCK,"BigID Next is changing AI model training for the better, CEO says","Dmitri Sirota, Chief Executive Officer of BigID, spoke with NYSE TV’s “Taking Stock with Kristen Scholer” for a special video interview.Read more...","Dmitri Sirota, Chief Executive Officer of BigID, spoke with NYSE TVs Taking Stock with Kristen Scholer for a special video interview.
Watch the interview above and check out the transcript below. Th… [+5810 chars]",0.8074,neutral
AMZN STOCK,What Leads Amazon (AMZN) to the Next Leg Of Growth And Profitability?,"Nightview Capital, an investment management company that concentrates exclusively on publicly traded equity strategies released its fourth quarter 2024...","Nightview Capital, an investment management company that concentrates exclusively on publicly traded equity strategies released its fourth quarter 2024 investor letter. A copy of the letter can be do… [+2687 chars]",0.6597,neutral
AMZN STOCK,"Startup Nexthop AI Roils Networking Market Vs. Nvidia, Arista, Cisco",New networking competition is coming from a startup founded by Arista's ex-COO.,"Arista Networks (ANET), Cisco Systems (CSCO), Juniper Networks (JNPR), Nvidia (NVDA) and Celestica (CLS) face competition in the emerging artificial intelligence computer networking market from hot s… [+3493 chars]",0.4767,neutral
AMZN STOCK,"Amazon.com, Inc. (NASDAQ:AMZN) Shares Sold by Keeler Thomas Management LLC","Keeler Thomas Management LLC decreased its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 3.6% in the fourth quarter, according to its most recent filing with the Securities & Exchange Commission. The firm owned 22,522 shares of the e-commerce giant’s stock after…","Keeler Thomas Management LLC decreased its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 3.6% in the fourth quarter, according to its most recent filing with the Securities &amp; Exchange Commission. Th… [+5907 chars]",0.7783,negative
AMZN STOCK,"EdgeRock Capital LLC Has $2.42 Million Holdings in Amazon.com, Inc. (NASDAQ:AMZN)","EdgeRock Capital LLC raised its position in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 1.3% in the fourth quarter, Holdings Channel.com reports. The institutional investor owned 11,027 shares of the e-commerce giant’s stock after buying an additional 137 sha…","EdgeRock Capital LLC raised its position in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 1.3% in the fourth quarter, Holdings Channel.com reports. The institutional investor owned 11,027 shares of the… [+5963 chars]",0.7783,positive
AMZN STOCK,"W.G. Shaheen & Associates DBA Whitney & Co Has $29.46 Million Holdings in Amazon.com, Inc. (NASDAQ:AMZN)","W.G. Shaheen & Associates DBA Whitney & Co raised its stake in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 1.4% during the 4th quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission. The institutional inves…","W.G. Shaheen &amp; Associates DBA Whitney &amp; Co raised its stake in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 1.4% during the 4th quarter, according to the company in its most recent 13F filing … [+6288 chars]",0.6808,positive
AMZN STOCK,"Mengis Capital Management Inc. Has $8.76 Million Stock Holdings in Amazon.com, Inc. (NASDAQ:AMZN)","Mengis Capital Management Inc. lifted its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 2.4% during the 4th quarter, Holdings Channel reports. The firm owned 39,925 shares of the e-commerce giant’s stock after purchasing an additional 925 shares dur…","Mengis Capital Management Inc. lifted its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 2.4% during the 4th quarter, Holdings Channel reports. The firm owned 39,925 shares of the e-commerce… [+5947 chars]",0.8402,positive
AMZN STOCK,"Amazon.com, Inc. (NASDAQ:AMZN) Shares Sold by Blackhawk Capital Partners LLC.","Blackhawk Capital Partners LLC. trimmed its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 5.9% during the fourth quarter, HoldingsChannel.com reports. The fund owned 23,402 shares of the e-commerce giant’s stock after selling 1,469 shares during the period. Amaz…","Blackhawk Capital Partners LLC. trimmed its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 5.9% during the fourth quarter, HoldingsChannel.com reports. The fund owned 23,402 shares of the e-commerce gian… [+5912 chars]",0.7783,neutral
AMZN STOCK,"Sierra Capital LLC Acquires 1,057 Shares of Amazon.com, Inc. (NASDAQ:AMZN)","Sierra Capital LLC raised its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 1.6% in the 4th quarter, according to its most recent 13F filing with the SEC. The fund owned 66,558 shares of the e-commerce giant’s stock after acquiring an additional 1,0…","Sierra Capital LLC raised its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 1.6% in the 4th quarter, according to its most recent 13F filing with the SEC. The fund owned 66,558 shares of th… [+6000 chars]",0.8402,positive
AMZN STOCK,"BankPlus Trust Department Purchases New Position in Amazon.com, Inc. (NASDAQ:AMZN)","BankPlus Trust Department acquired a new stake in Amazon.com, Inc. (NASDAQ:AMZN) during the 4th quarter, Holdings Channel.com reports. The fund acquired 18,113 shares of the e-commerce giant’s stock, valued at approximately $3,974,000. Amazon.com comprises ap…","BankPlus Trust Department acquired a new stake in Amazon.com, Inc. (NASDAQ:AMZN) during the 4th quarter, Holdings Channel.com reports. The fund acquired 18,113 shares of the e-commerce giant’s stock,… [+5602 chars]",0.9451,neutral
AMZN STOCK,"Wealthstream Advisors Inc. Boosts Position in Amazon.com, Inc. (NASDAQ:AMZN)","Wealthstream Advisors Inc. increased its holdings in Amazon.com, Inc. (NASDAQ:AMZN) by 6.3% in the fourth quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The firm owned 13,261 shares of the e-commerce giant’s s…","Wealthstream Advisors Inc. increased its holdings in Amazon.com, Inc. (NASDAQ:AMZN) by 6.3% in the fourth quarter, according to its most recent Form 13F filing with the Securities &amp; Exchange Comm… [+6068 chars]",0.8779,positive
