query,title,description,content,vaderScore,finbertResult
GOOGL,Alphabet Inc. (NASDAQ:GOOGL) Shares Sold by Copperwynd Financial LLC,"Copperwynd Financial LLC cut its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.8% during the fourth quarter, HoldingsChannel reports. The fund owned 8,389 shares of the information services provider’s stock after selling 238 shares during the pe…","Copperwynd Financial LLC cut its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.8% during the fourth quarter, HoldingsChannel reports. The fund owned 8,389 shares of the information serv… [+6110 chars]",0.8807,negative
GOOGL,Alphabet Inc. (NASDAQ:GOOGL) is Ironwood Investment Counsel LLC’s 4th Largest Position,"Ironwood Investment Counsel LLC reduced its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.0% during the fourth quarter, according to its most recent filing with the SEC. The fund owned 73,837 shares of the information services provider’s stock afte…","Ironwood Investment Counsel LLC reduced its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.0% during the fourth quarter, according to its most recent filing with the SEC. The fund owned 73,… [+6456 chars]",0.8316,negative
GOOGL,Buckley Wealth Management LLC Has $16.10 Million Stock Holdings in Alphabet Inc. (NASDAQ:GOOGL),"Buckley Wealth Management LLC decreased its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.8% in the 4th quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The firm owned 8…","Buckley Wealth Management LLC decreased its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.8% in the 4th quarter, according to the company in its most recent 13F filing with th… [+6558 chars]",0.9674,negative
GOOGL,Brown Miller Wealth Management LLC Acquires 477 Shares of Alphabet Inc. (NASDAQ:GOOGL),"Brown Miller Wealth Management LLC raised its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.6% in the 4th quarter, HoldingsChannel reports. The firm owned 31,090 shares of the information services provider’s stock after buying an addit…","Brown Miller Wealth Management LLC raised its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.6% in the 4th quarter, HoldingsChannel reports. The firm owned 31,090 shares of the… [+6521 chars]",0.9756,positive
GOOGL,Promising Space Stocks To Follow Now – March 25th,"Alphabet, Berkshire Hathaway, Boeing, Eaton, General Electric, Lockheed Martin, and Honeywell International are the seven Space stocks to watch today, according to MarketBeat’s stock screener tool. Space stocks are publicly traded shares of companies involved…","Alphabet, Berkshire Hathaway, Boeing, Eaton, General Electric, Lockheed Martin, and Honeywell International are the seven Space stocks to watch today, according to MarketBeat’s stock screener tool. S… [+8292 chars]",0.5994,neutral
GOOGL,"Rivian ventures away from cars, heads down an unexpected avenue",The EV startup is focusing on expanding into an unexpected market.,"After a highly volatile 2024, the electric vehicle (EV) market has not stabilized so far in 2025. The current U.S. presidential administrations lack of focus on clean energy has led to a questionable… [+4330 chars]",0.3612,negative
GOOGL,"Closing Bell Movers: GameStop gains 7% on earnings, bitcoin announcement","In the opening 90 minutes of the evening session, U.S. stock futures are up marginally – S&P500 is up 0.1% while Nasdaq 100 is up 0.2%. Earlier on Tuesday...","In the opening 90 minutes of the evening session, U.S. stock futures are up marginally S&amp;P500 is up 0.1% while Nasdaq 100 is up 0.2%.  Earlier on Tuesday, Consumer Discretionary and Communication… [+1255 chars]",0.34,positive
GOOGL,"Despite DeepSeek Buzz, Amazon, U.S. Tech Giants Have These AI Advantages Over China, Says Analyst",U.S. tech companies are way outspending China peers on AI. That could prove a long-term advantage for Amazon stock and other U.S. giants.,DeepSeek's reportedly lower-cost AI models have made investors uneasy about big spending from U.S. tech giants such as Amazon (AMZN). But the hundreds of billions of dollars that American tech giants… [+4342 chars],0.2242,positive
GOOGL,CoreWeave’s IPO Valuation Is Rotten To The Core,"CoreWeave’s IPO looks more like a plan to boost Wall Street insider bonuses and throw a lifeline to a cash-burning business, rather than the launch of the next NVIDIA.","CANADA - 2025/03/19: In this photo illustration, the CoreWeave logo is seen displayed on a ... More smartphone screen. (Photo Illustration by Thomas Fuller/SOPA Images/LightRocket via Getty Images)
… [+19433 chars]",0.6997,neutral
GOOGL,Alphabet Inc. (NASDAQ:GOOGL) Shares Purchased by Northwest Wealth Management LLC,"Northwest Wealth Management LLC raised its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 9.5% in the fourth quarter, HoldingsChannel.com reports. The fund owned 2,909 shares of the information services provider’s stock after buying an additional 253 …","Northwest Wealth Management LLC raised its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 9.5% in the fourth quarter, HoldingsChannel.com reports. The fund owned 2,909 shares of the informati… [+6394 chars]",0.9674,positive
GOOGL,Midwest Professional Planners LTD. Has $1.43 Million Stock Holdings in Alphabet Inc. (NASDAQ:GOOGL),"Midwest Professional Planners LTD. increased its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 10.6% in the 4th quarter, HoldingsChannel.com reports. The institutional investor owned 7,567 shares of the information services provider’s stock after …","Midwest Professional Planners LTD. increased its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 10.6% in the 4th quarter, HoldingsChannel.com reports. The institutional investor owned 7,56… [+5814 chars]",0.9001,positive
GOOGL,Lbp Am Sa Increases Stake in Alphabet Inc. (NASDAQ:GOOGL),"Lbp Am Sa raised its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 3.3% in the 4th quarter, according to its most recent 13F filing with the SEC. The fund owned 985,214 shares of the information services provider’s stock after acquiring …","Lbp Am Sa raised its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 3.3% in the 4th quarter, according to its most recent 13F filing with the SEC. The fund owned 985,214 shares o… [+5877 chars]",0.9246,positive
GOOGL,Blume Capital Management Inc. Trims Holdings in Alphabet Inc. (NASDAQ:GOOGL),"Blume Capital Management Inc. lowered its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 4.4% in the 4th quarter, according to the company in its most recent filing with the SEC. The firm owned 8,690 shares of the information services provider’s st…","Blume Capital Management Inc. lowered its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 4.4% in the 4th quarter, according to the company in its most recent filing with the SEC. The firm … [+5832 chars]",0.7783,negative
GOOGL,Sienna Gestion Has $4.95 Million Position in Alphabet Inc. (NASDAQ:GOOGL),"Sienna Gestion cut its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 91.2% in the 4th quarter, Holdings Channel.com reports. The fund owned 26,155 shares of the information services provider’s stock after selling 272,126 shares during the quarter. Si…","Sienna Gestion cut its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 91.2% in the 4th quarter, Holdings Channel.com reports. The fund owned 26,155 shares of the information services provider… [+6475 chars]",0.8402,negative
GOOGL,Analyst IMS Investment Management Services Ltd. Raises Stake in Alphabet Inc. (NASDAQ:GOOGL),"Analyst IMS Investment Management Services Ltd. raised its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 37.9% during the fourth quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission. The fund …","Analyst IMS Investment Management Services Ltd. raised its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 37.9% during the fourth quarter, according to the company in its most recent 13F f… [+5993 chars]",0.8316,positive
GOOGL,RPg Family Wealth Advisory LLC Has $2 Million Position in Alphabet Inc. (NASDAQ:GOOGL),"RPg Family Wealth Advisory LLC lessened its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 82.5% during the 4th quarter, according to the company in its most recent Form 13F filing with the Securities & Exchange Commission. The fund owned 10…","RPg Family Wealth Advisory LLC lessened its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 82.5% during the 4th quarter, according to the company in its most recent Form 13F filing … [+6193 chars]",0.9674,positive
GOOGL,Madison Wealth Partners Inc Decreases Stock Position in Alphabet Inc. (NASDAQ:GOOGL),"Madison Wealth Partners Inc cut its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.4% during the 4th quarter, HoldingsChannel.com reports. The institutional investor owned 14,865 shares of the information services provider’s stock after selling 3…","Madison Wealth Partners Inc cut its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.4% during the 4th quarter, HoldingsChannel.com reports. The institutional investor owned 14,865 shares … [+6592 chars]",0.9468,negative
GOOGL,Thompson Siegel & Walmsley LLC Grows Stock Position in Alphabet Inc. (NASDAQ:GOOGL),"Thompson Siegel & Walmsley LLC boosted its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.0% during the fourth quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The fund owned 5,291 shares of…","Thompson Siegel &amp; Walmsley LLC boosted its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.0% during the fourth quarter, according to the company in its most recent filing with the Se… [+6006 chars]",0.9325,positive
GOOGL,Alphabet Inc. (NASDAQ:GOOGL) Stock Holdings Lessened by MGO Private Wealth LLC,"MGO Private Wealth LLC decreased its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 7.9% during the 4th quarter, HoldingsChannel reports. The firm owned 5,105 shares of the information services provider’s stock after selling 440 shares during the peri…","MGO Private Wealth LLC decreased its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 7.9% during the 4th quarter, HoldingsChannel reports. The firm owned 5,105 shares of the information servic… [+5854 chars]",0.9674,negative
GOOGL,CFO4Life Group LLC Has $5.12 Million Position in Alphabet Inc. (NASDAQ:GOOGL),"CFO4Life Group LLC grew its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.8% during the fourth quarter, according to its most recent 13F filing with the Securities and Exchange Commission (SEC). The firm owned 27,049 shares of the information se…","CFO4Life Group LLC grew its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.8% during the fourth quarter, according to its most recent 13F filing with the Securities and Exchange Commissi… [+6389 chars]",0.9042,positive
GOOGL,Healthcare Stocks To Watch Now – March 24th,"Alphabet, Salesforce, and UnitedHealth Group are the three Healthcare stocks to watch today, according to MarketBeat’s stock screener tool. Healthcare stocks represent ownership shares in companies within the healthcare sector, including pharmaceuticals, biot…","Alphabet, Salesforce, and UnitedHealth Group are the three Healthcare stocks to watch today, according to MarketBeat’s stock screener tool. Healthcare stocks represent ownership shares in companies w… [+4023 chars]",0.5267,neutral
GOOGL,"What Waymo's expansion into Washington, D.C., means for shares of parent Alphabet",The expansion of Waymo's network into new markets is a positive sign. But we remain downbeat on its parent company.,"Waymo is headed to Washington, D.C., the latest expansion for the small, but promising Alphabet business. The news Waymo One aims to launch its self-driving robotaxi service in the nation's capital i… [+3637 chars]",0.7543,neutral
GOOGL,The Trump administration is being asked to relax some AI chip rules,"As the U.S. prepares to roll out rules that will affect global artificial intelligence development, foreign government officials and tech company leaders are asking the Trump administration to relax some rules around chips, according to Bloomberg.Read more...","In This Story
As the U.S. prepares to roll out rules that will affect global artificial intelligence development, foreign government officials and tech company leaders are asking the Trump administr… [+2263 chars]",0.9001,neutral
GOOGL,Nvidia's latest innovation started as an April Fools' joke 8 years ago,"On Tuesday, Nvidia unveiled its Project G-Assist, an AI assistant for gamers and gaming content creators","In This Story
Its an April Fools Day miracle.
On Tuesday, Nvidia (NVDA-0.70%
) unveiled its experimental version of Project G-Assist, an AI assistant for gamers and gaming content creators that th… [+1519 chars]",0.296,neutral
GOOGL,"Netflix, YouTube, Disney and more: The 8 most-watched platforms in February","Despite boasting the largest global user base — 300 million subscribers — Netflix (NFLX) ranked only fourth among U.S. media distributors in February, according to a new report from Nielsen. YouTube (GOOGL), along with platforms owned by Disney (DIS) and Fox …","Despite boasting the largest global user base 300 million subscribers Netflix (NFLX) ranked only fourth among U.S. media distributors in February, according to a new report from Nielsen. YouTube (GOO… [+1153 chars]",0.0,neutral
GOOGL,Alibaba's chairman thinks there's an AI data center bubble,The race to build out data centers for artificial intelligence is worrying one billionaire.Read more...,"In This Story
The race to build out data centers for artificial intelligence is worrying one billionaire.
Alibaba (BABA-0.16%
) chairman Joe Tsai said that AI data center construction may overtake… [+2569 chars]",0.34,neutral
GOOGL,Google’s Waymo is sending self-driving cars to Washington D.C.,"Waymo (GOOGL), the self-driving startup backed by Alphabet, is sending its robotaxis to Washington, D.C.Read more...","In This Story
Waymo (GOOGL+0.79%
), the self-driving startup backed by Alphabet, is sending its robotaxis to Washington, D.C.
The company said it wants to launch its Waymo One ride-hailing service… [+2904 chars]",0.0516,neutral
GOOGL,Alphabet Inc. (NASDAQ:GOOGL) Holdings Boosted by Mascoma Wealth Management LLC,"Mascoma Wealth Management LLC grew its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 19.4% in the 4th quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The fund owned 4,924 shares of the info…","Mascoma Wealth Management LLC grew its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 19.4% in the 4th quarter, according to its most recent Form 13F filing with the Securities and … [+6561 chars]",0.9792,positive
GOOGL,Erste Asset Management GmbH Grows Stock Holdings in Alphabet Inc. (NASDAQ:GOOGL),"Erste Asset Management GmbH raised its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 11.8% in the fourth quarter, according to its most recent Form 13F filing with the SEC. The institutional investor owned 1,348,875 shares of the informa…","Erste Asset Management GmbH raised its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 11.8% in the fourth quarter, according to its most recent Form 13F filing with the SEC. The … [+6472 chars]",0.9565,positive
GOOGL,HBK Sorce Advisory LLC Has $11.81 Million Stake in Alphabet Inc. (NASDAQ:GOOGL),"HBK Sorce Advisory LLC grew its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 3.3% during the fourth quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The fund owned 62,399 shares o…","HBK Sorce Advisory LLC grew its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 3.3% during the fourth quarter, according to the company in its most recent disclosure with the Securi… [+6624 chars]",0.9246,positive
GOOGL,Tillman Hartley LLC Trims Stock Position in Alphabet Inc. (NASDAQ:GOOGL),"Tillman Hartley LLC trimmed its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.7% in the 4th quarter, HoldingsChannel reports. The fund owned 4,949 shares of the information services provider’s stock after selling 85 shares during the quarter. Ti…","Tillman Hartley LLC trimmed its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.7% in the 4th quarter, HoldingsChannel reports. The fund owned 4,949 shares of the information services pro… [+6202 chars]",0.9042,negative
GOOGL,Alphabet Inc. (NASDAQ:GOOGL) is Skandinaviska Enskilda Banken AB publ’s 6th Largest Position,"Skandinaviska Enskilda Banken AB publ raised its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 7.8% during the 4th quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The fund owned 2,862,762 shares of the…","Skandinaviska Enskilda Banken AB publ raised its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 7.8% during the 4th quarter, according to its most recent Form 13F filing with the Securities &… [+6428 chars]",0.9042,positive
GOOGL,Alphabet Inc. (NASDAQ:GOOGL) Shares Sold by PGGM Investments,"PGGM Investments lessened its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.9% during the 4th quarter, HoldingsChannel reports. The firm owned 793,264 shares of the information services provider’s stock after selling 15,669 shares during …","PGGM Investments lessened its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.9% during the 4th quarter, HoldingsChannel reports. The firm owned 793,264 shares of the information s… [+6203 chars]",0.9501,positive
Alphabet,"‘Google tax’ abolition: No major revenue gains for Big Tech, but a moral victory","India's decision to abolish the controversial 'Google tax' is being hailed as a victory for Big Tech, with implications for e-commerce and advertising even if major players like Google and Meta may not see significant revenue gains from it.","New Delhi: Indias impending move to abolish the Google tax is unlikely to be a significant gain for Americas Big Tech giants such as Googles parent Alphabet Inc. and Meta Platforms Inc. However, the … [+4800 chars]",0.9196,positive
Alphabet,Kiwi teacher’s inspiring journey with listeria: ‘Having a disability doesn’t mean life is over’,A case of listeria left Grace in a coma but she insists that life is far from over.,"Honestly, I never thought it was that serious, recalls Grace, 33, thinking back to where it all began in April 2020. I thought Id just have some tests, possibly need a little medication and be back t… [+3818 chars]",0.8765,neutral
Alphabet,$1000 Invested In This Stock 15 Years Ago Would Be Worth This Much Today,"Alphabet (NASDAQ:GOOGL) has outperformed the market over the past 15 years by 6.61% on an annualized basis producing an average annual return of 17.6%. Currently, Alphabet has a market capitalization of $1.98 trillion. 
Buying $1000 In GOOGL: If an ...
Full s…","Alphabet (NASDAQ:GOOGL) has outperformed the market over the past 15 years by 6.61% on an annualized basis producing an average annual return of 17.6%. Currently, Alphabet has a market capitalization… [+146 chars]",0.2263,positive
Alphabet,Switch 2's mysterious 'C' button finally confirmed,"Of all the unknowns still surrounding Switch 2, its rumoured 'C' button is perhaps the most mysterious - not least because when Nintendo finally revealed its Switch successor earlier this year, there was simply an enigmatic blank square where everyone was exp…","Of all the unknowns still surrounding Switch 2, its rumoured 'C' button is perhaps the most mysterious - not least because when Nintendo finally revealed its Switch successor earlier this year, there… [+2389 chars]",0.4215,neutral
Alphabet,"Today's Wordle Hints, Answer and Help for March 28, #1378","Here's today's Wordle answer, plus a look at spoiler-free hints and past solutions. These clues will help you solve The New York Times' popular puzzle game, Wordle, every day.","Looking for the most recent Wordle answer? Click here for today's Wordle hints, as well as our daily answers and hints for The New York Times Mini Crossword, Connections, Connections: Sports Edition … [+1273 chars]",0.8957,neutral
Alphabet,3 smart ASX shares to buy and hold for the next decade,"Here are three shares that could be top picks according to analysts.
The post 3 smart ASX shares to buy and hold for the next decade appeared first on The Motley Fool Australia.","Investing doesn't have to be complicated. While markets will always move up and down in the short term, long-term investors are often rewarded for simply backing quality businesses and letting time d… [+2548 chars]",0.9042,neutral
Alphabet,Google's new AI updates will scan your screenshots and give you itineraries,"Google (GOOGL) is making travel planning a whole lot easier for users, with artificial intelligence makeovers to its Search and Maps functions released ThursdayRead more...","In This Story
Google (GOOGL-1.38%
) is making travel planning a whole lot easier for users, with artificial intelligence makeovers to its Search and Maps functions released Thursday
Chances are, y… [+1670 chars]",0.9118,neutral
Alphabet,"I Can't Make It Through RFK Jr.'s Explanation For Cutting 10,000 HHS Jobs Without Screaming","HHS Secretary, heal thyself. Because you're pretty damned sick.","I have been an atheist all my life, but I have never been as certain of the fact that there is no state of life after death that could interact with the living on this plane than I am at this very mo… [+7378 chars]",-0.8974,neutral
Alphabet,RFK Jr. and Trump Administration Cut 10K Jobs from Federal Health Agencies,"Secretary of Health and Human Services Robert F. Kennedy Jr. announced major layoffs to federal health agencies. The plan is to cut around 10,000 jobs in total.","Robert F. Kennedy Jr., the Secretary of Health and Human Services in President Donald Trump's cabinet, announced major job cuts in the federal workforce on Thursday, March 27.
Around 10,000 employee… [+3796 chars]",-0.6887,negative
Alphabet,"Why market AI worries are overblown — plus, a key approval for a portfolio health stock","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.","Every weekday, the CNBC Investing Club with Jim Cramer releases the Homestretch an actionable afternoon update, just in time for the last hour of trading on Wall Street. Market moves: Stocks were low… [+4005 chars]",0.0772,negative
Alphabet,Google Spinoff Targets Musk Starlink Service But Is Amazon's Kuiper Only Real Threat?,The Elon Musk Starlink broadband satellite service holds a big lead as Google's Taara seeks new funding and Amazon ramps up Kuiper competition.,"The global broadband internet landscape may well have a new entrant market some day in Taara, spun off this month by Google-parent Alphabet (GOOGL). But Elon Musk's satellite service Starlink, part o… [+4139 chars]",-0.2263,neutral
Alphabet,How HHS layoffs could affect the Philly area,"The Department of Health and Human Services employs workers at the FDA, CDC, and NIH in Pennsylvania.","The U.S. Department of Health and Human Services plans to lay off 10,000 workers, close some regional offices, and consolidate divisions as part of a restructuring plan the department announced Thurs… [+4753 chars]",0.0,negative
Alphabet,Researchers find a way to shield quantum information from 'noise',"Researchers have discovered a way to protect quantum information from environmental disruptions, offering hope for more reliable future technologies.","Researchers at the University of the Witwatersrand in Johannesburg, South Africa (Wits University) in collaboration with Huzhou University in China have discovered a way to protect quantum informatio… [+3825 chars]",0.6908,positive
