insider_name,relationship_to_issuer,shares_bought,trade_date,transaction_type,shares,price_per_share,shares_owned_after_transaction,total_value,avg_book_price
Numoto Takeshi,"EVP, Chief Marketing Officer",-1000.0,11/27/2024,S,1000.0,423.48,56510.5945,423480.0,7.49381604895344
Numoto Takeshi,"EVP, Chief Marketing Officer",-158.74,12/02/2024,F,158.74,423.46,56351.8545,67220.0404,1.1928629678017073
Numoto Takeshi,"EVP, Chief Marketing Officer",-2500.0,12/02/2024,S,2500.0,430.873,53851.8545,1077182.5,20.002700185561853
Jolla Alice L.,Chief Accounting Officer,-430.839,12/02/2024,F,430.839,423.46,71210.4106,182443.08294,2.5620282400112995
Numoto Takeshi,"EVP, Chief Marketing Officer",-1000.0,11/22/2024,S,1000.0,414.72,57510.5945,414720.0,7.211193061132414
Althoff Judson,"EVP, Chief Commercial Officer",-25000.0,11/22/2024,S,25000.0,417.0,117293.889,10425000.0,88.87931066894713
Nadella Satya,"Director, Chief Executive Officer",-4719.0,11/13/2024,G,4719.0,0.0,859608.244,0.0,0.0
Young Christopher David,"EVP, Business Development",-10531.811,11/11/2024,F,10531.811,422.54,110529.1439,4450111.41994,40.26188263944385
Young Christopher David,"EVP, Business Development",-7200.0,11/12/2024,S,7200.0,423.6584,0.0,3050340.48,0.0
Young Christopher David,"EVP, Business Development",0.0,,,0.0,0.0,1500.0,0.0,0.0
Numoto Takeshi,"EVP, Chief Marketing Officer",0.0,09/16/2024,A,0.0,0.0,58510.5945,0.0,0.0
Young Christopher David,"EVP, Business Development",0.0,09/16/2024,A,0.0,0.0,121060.9549,0.0,0.0
SMITH BRADFORD L,Vice Chair and President,0.0,09/16/2024,A,0.0,0.0,555721.4896,0.0,0.0
Hood Amy,EVP & Chief Financial Officer,0.0,09/16/2024,A,0.0,0.0,519743.173,0.0,0.0
Hogan Kathleen T,"EVP, Human Resources",0.0,09/16/2024,A,0.0,0.0,158072.916,0.0,0.0
Althoff Judson,"EVP, Chief Commercial Officer",0.0,09/16/2024,A,0.0,0.0,142293.889,0.0,0.0
Walmsley Emma N,Director,0.0,,,0.0,0.0,9913.797,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
MacGregor Catherine,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,146.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,1986.0,0.0,0.0
Johnston Hugh F,Director,0.0,,,0.0,0.0,7750.0,0.0,0.0
Johnston Hugh F,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
Numoto Takeshi,"EVP, Chief Marketing Officer",-2500.0,09/10/2024,S,2500.0,411.043,49999.5945,1027607.5,20.552316679288268
Hogan Kathleen T,"EVP, Chief Human Resources Off",-17377.576,09/10/2024,S,17377.576,411.8464,150160.916,7156892.116326401,47.66148413963059
SMITH BRADFORD L,Vice Chair and President,-39970.0,09/09/2024,S,39970.0,402.5883,544877.4896,16091454.351,29.53224285850549
SMITH BRADFORD L,Vice Chair and President,-30.0,09/09/2024,S,30.0,403.3,544847.4896,12099.0,0.02220621408916188
SMITH BRADFORD L,Vice Chair and President,-12500.0,09/10/2024,G,12500.0,0.0,532347.4896,0.0,0.0
Walmsley Emma N,Director,0.0,,,0.0,0.0,9913.797,0.0,0.0
STANTON JOHN W,Director,0.0,09/06/2024,A,0.0,0.0,78090.0,0.0,0.0
STANTON JOHN W,Director,0.0,,,0.0,0.0,7243.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,09/06/2024,A,0.0,0.0,44077.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,,,0.0,0.0,525.0,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
Mason Mark,Director,0.0,09/06/2024,A,0.0,0.0,860.0,0.0,0.0
MacGregor Catherine,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
List Teri,Director,0.0,09/06/2024,A,0.0,0.0,146.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,1986.0,0.0,0.0
Johnston Hugh F,Director,0.0,,,0.0,0.0,7750.0,0.0,0.0
Johnston Hugh F,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
Hood Amy,"EVP, Chief Financial Officer",-2450.0,09/04/2024,G,2450.0,0.0,534369.173,0.0,0.0
Hood Amy,"EVP, Chief Financial Officer",-38000.0,09/05/2024,S,38000.0,410.5472,496369.173,15600793.6,31.429819675767817
Nadella Satya,"Director, Chief Executive Officer",-0.0,09/04/2024,S,0.0,404.985,939880.244,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-0.0,09/04/2024,S,0.0,406.1717,933941.244,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-0.0,09/04/2024,S,0.0,407.0234,924293.244,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-0.0,09/04/2024,S,0.0,408.3398,916902.244,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-0.0,09/04/2024,S,0.0,409.1226,879947.244,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-0.0,09/04/2024,S,0.0,410.1035,865827.244,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-0.0,09/04/2024,S,0.0,410.816,864327.244,0.0,0.0
Young Christopher David,"EVP, Business Development",0.0,09/03/2024,A,0.0,0.0,126213.0592,0.0,0.0
Young Christopher David,"EVP, Business Development",-14162.023,09/03/2024,F,14162.023,417.14,0.0,5907546.274219999,0.0
SMITH BRADFORD L,President,0.0,09/03/2024,A,0.0,0.0,607197.6431,0.0,0.0
SMITH BRADFORD L,President,-22413.212,09/03/2024,F,22413.212,417.14,0.0,9349447.25368,0.0
Numoto Takeshi,"EVP, Chief Marketing Officer",-209.913,08/30/2024,F,209.913,413.12,46234.203,86719.25856,1.8756516373819616
Numoto Takeshi,"EVP, Chief Marketing Officer",0.0,09/03/2024,A,0.0,0.0,60786.203,0.0,0.0
Numoto Takeshi,"EVP, Chief Marketing Officer",-8320.847,09/03/2024,F,8320.847,417.14,0.0,3470958.11758,0.0
Nadella Satya,"Director, Chief Executive Officer",0.0,09/03/2024,A,0.0,0.0,1047881.685,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-105201.441,09/03/2024,F,105201.441,417.14,942680.244,43883729.098740004,46.552083145958036
Jolla Alice L.,Chief Accounting Officer,-60.68,08/30/2024,F,60.68,413.12,67728.4916,25068.1216,0.3701266779725536
Jolla Alice L.,Chief Accounting Officer,0.0,08/31/2024,A,0.0,0.0,72139.4916,0.0,0.0
Jolla Alice L.,Chief Accounting Officer,-498.242,09/03/2024,F,498.242,417.14,71641.2496,207836.66788,2.9010754145192914
Hood Amy,"EVP, Chief Financial Officer",0.0,09/03/2024,A,0.0,0.0,562118.617,0.0,0.0
Hood Amy,"EVP, Chief Financial Officer",-25299.444,09/03/2024,F,25299.444,417.14,536819.173,10553410.07016,19.659152655041254
Hogan Kathleen T,"EVP, Human Resources",0.0,09/03/2024,A,0.0,0.0,176987.8199,0.0,0.0
Hogan Kathleen T,"EVP, Human Resources",-9516.737,09/03/2024,F,9516.737,417.14,0.0,3969811.6721799993,0.0
Althoff Judson,"EVP, Chief Commercial Officer",0.0,09/03/2024,A,0.0,0.0,137829.654,0.0,0.0
Althoff Judson,"EVP, Chief Commercial Officer",-18909.765,09/03/2024,F,18909.765,417.14,118919.889,7888019.372099999,66.33053090135326
Nadella Satya,"Director, Chief Executive Officer",0.0,,,0.0,0.0,786932.685,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-7199.0,08/23/2024,S,7199.0,417.412,0.0,3004948.988,0.0
Nadella Satya,"Director, Chief Executive Officer",-7199.0,08/23/2024,S,7199.0,417.412,0.0,3004948.988,0.0
Jolla Alice L.,Chief Accounting Officer,-177.469,07/15/2024,F,177.469,453.55,53887.1716,80491.06495,1.4936962278792156
Walmsley Emma N,Director,0.0,,,0.0,0.0,9913.797,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
MacGregor Catherine,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,138.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,1848.0,0.0,0.0
Johnston Hugh F,Director,0.0,,,0.0,0.0,7750.0,0.0,0.0
Johnston Hugh F,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
Walmsley Emma N,Director,0.0,,,0.0,0.0,9913.797,0.0,0.0
STANTON JOHN W,Director,0.0,06/07/2024,A,0.0,0.0,77944.0,0.0,0.0
STANTON JOHN W,Director,0.0,,,0.0,0.0,7243.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,06/07/2024,A,0.0,0.0,43931.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,,,0.0,0.0,525.0,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
Mason Mark,Director,0.0,06/07/2024,A,0.0,0.0,714.0,0.0,0.0
MacGregor Catherine,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
List Teri,Director,0.0,06/07/2024,A,0.0,0.0,138.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,1848.0,0.0,0.0
Johnston Hugh F,Director,0.0,,,0.0,0.0,7750.0,0.0,0.0
Johnston Hugh F,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",0.0,,,0.0,0.0,784334.685,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",0.0,,,0.0,0.0,0.0,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-0.0,06/05/2024,G,0.0,0.0,0.0,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",7199.0,06/05/2024,G,7199.0,0.0,0.0,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",7199.0,06/05/2024,G,7199.0,0.0,0.0,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",0.0,,,0.0,0.0,0.0,0.0,0.0
Numoto Takeshi,"EVP, Chief Marketing Officer",-322.0,05/31/2024,S,322.0,416.6,47254.5985,134145.2,2.8387755744025633
Numoto Takeshi,"EVP, Chief Marketing Officer",-244.0,06/03/2024,S,244.0,415.53,47010.5985,101389.31999999999,2.1567332311244662
Numoto Takeshi,"EVP, Chief Marketing Officer",-209.529,05/30/2024,F,209.529,429.17,47707.148,89923.56093,1.8849074970903732
Numoto Takeshi,"EVP, Chief Marketing Officer",-158.762,05/31/2024,F,158.762,414.67,0.0,65833.83854,0.0
Jolla Alice L.,Chief Accounting Officer,-60.31,05/30/2024,F,60.31,429.17,68358.5826,25883.242700000003,0.37863925370506446
Jolla Alice L.,Chief Accounting Officer,-391.942,05/31/2024,F,391.942,414.67,67966.6406,162526.58914,2.3912700069510278
Althoff Judson,"EVP, Chief Commercial Officer",-25000.0,05/23/2024,S,25000.0,425.678,104948.654,10641950.0,101.40149105676001
Jolla Alice L.,Chief Accounting Officer,-177.469,04/15/2024,F,177.469,421.9,68418.8926,74874.17109999999,1.0943493566570819
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
MacGregor Catherine,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,148.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,1700.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
Hogan Kathleen T,"EVP, Chief Human Resources Off",-21955.333,03/11/2024,S,21955.333,403.96,159763.8199,8869076.31868,55.51367214574218
Althoff Judson,"EVP, Chief Commercial Officer",-10000.0,03/11/2024,S,10000.0,403.649,129948.654,4036490.0,31.06219168687965
Young Christopher David,"EVP, Business Development",-2806.561,02/29/2024,F,2806.561,407.72,106640.0592,1144291.05092,10.730405248312165
Young Christopher David,"EVP, Business Development",0.0,,,0.0,0.0,1500.0,0.0,0.0
SMITH BRADFORD L,Vice Chair and President,-4076.627,02/29/2024,F,4076.627,407.72,566749.6431,1662122.3604400002,2.9327276702787928
Numoto Takeshi,"EVP, Chief Marketing Officer",-1376.792,02/29/2024,F,1376.792,407.72,47916.677,561345.63424,11.715036796896413
Nadella Satya,"Director, Chief Executive Officer",-1551.168,02/29/2024,F,1551.168,407.72,802606.685,632442.21696,0.787985234585979
Nadella Satya,"Director, Chief Executive Officer",-1276.0,03/01/2024,S,1276.0,410.94,801330.685,524359.44,0.6543608647658362
Jolla Alice L.,Chief Accounting Officer,-452.62,02/29/2024,F,452.62,407.72,68596.3616,184542.2264,2.690262604248678
Hood Amy,"EVP, Chief Financial Officer",-4663.939,02/29/2024,F,4663.939,407.72,516450.617,1901581.2090800002,3.682019435132169
Hogan Kathleen T,"EVP, Chief Human Resources Off",-1921.687,02/29/2024,F,1921.687,407.72,181719.1529,783510.22364,4.311654611724751
Althoff Judson,"EVP, Chief Commercial Officer",-3037.567,02/29/2024,F,3037.567,407.72,139948.654,1238476.81724,8.849508600775824
MICROSOFT CORP,N/A,-1000000.0,02/22/2024,S,1000000.0,1.95,11677398.0,1950000.0,0.16698925565438466
SMITH BRADFORD L,Vice Chair and President,-45000.0,02/02/2024,S,45000.0,411.7784,574129.2701,18530028.0,32.27501011535695
SMITH BRADFORD L,Vice Chair and President,-1078.0,02/05/2024,S,1078.0,404.8921,573051.2701,436473.68380000006,0.7616660263641567
SMITH BRADFORD L,Vice Chair and President,-1425.0,02/05/2024,S,1425.0,405.7466,571626.2701,578188.905,1.0114806390875843
SMITH BRADFORD L,Vice Chair and President,-300.0,02/05/2024,S,300.0,406.8433,571326.2701,122052.99,0.2136309782825791
SMITH BRADFORD L,Vice Chair and President,-200.0,02/05/2024,S,200.0,408.1,571126.2701,81620.0,0.14291060361434424
SMITH BRADFORD L,Vice Chair and President,-300.0,02/05/2024,S,300.0,410.2233,570826.2701,123066.99,0.21559447496773504
List Teri,Director,0.0,01/31/2024,A,0.0,0.0,148.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,1700.0,0.0,0.0
Johnston Hugh F,Director,0.0,01/31/2024,A,0.0,0.0,7750.0,0.0,0.0
Johnston Hugh F,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
Walmsley Emma N,Director,0.0,01/31/2024,A,0.0,0.0,9958.197,0.0,0.0
Walmsley Emma N,Director,-44.4,01/31/2024,F,44.4,397.58,9913.797,17652.552,1.7806045453623873
STANTON JOHN W,Director,0.0,01/31/2024,A,0.0,0.0,77806.0,0.0,0.0
STANTON JOHN W,Director,0.0,,,0.0,0.0,7243.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,01/31/2024,A,0.0,0.0,43793.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,,,0.0,0.0,525.0,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
Mason Mark,Director,0.0,01/31/2024,A,0.0,0.0,576.0,0.0,0.0
MacGregor Catherine,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
Jolla Alice L.,Chief Accounting Officer,-197.512,01/16/2024,F,197.512,388.47,69048.9816,76727.48664,1.1112037406211361
Hogan Kathleen T,"EVP, Chief Human Resources Off",-120.0,12/26/2023,G,120.0,0.0,183640.8399,0.0,0.0
Jolla Alice L.,Chief Accounting Officer,-264.433,12/15/2023,F,264.433,365.93,69246.4936,96763.96769,1.397384367921266
WARRIOR PADMASREE,Director,0.0,,,0.0,0.0,13800.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,1066.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,27279.0,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,159.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,1541.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
Hogan Kathleen T,"EVP, Chief Human Resources Off",-24680.983,12/08/2023,S,24680.983,369.0,183760.8399,9107282.727,49.560519705700365
Walmsley Emma N,Director,0.0,12/06/2023,A,0.0,0.0,9857.897,0.0,0.0
Walmsley Emma N,Director,-47.7,12/06/2023,F,47.7,368.8,9810.197,17591.760000000002,1.7932116959526911
WARRIOR PADMASREE,Director,0.0,12/06/2023,A,0.0,0.0,13800.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,1066.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,27279.0,0.0,0.0
STANTON JOHN W,Director,0.0,12/06/2023,A,0.0,0.0,77659.0,0.0,0.0
STANTON JOHN W,Director,0.0,,,0.0,0.0,7243.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,12/06/2023,A,0.0,0.0,43645.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,,,0.0,0.0,525.0,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
List Teri,Director,0.0,12/06/2023,A,0.0,0.0,159.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,1541.0,0.0,0.0
Johnston Hugh F,Director,0.0,12/06/2023,A,0.0,0.0,7602.0,0.0,0.0
Johnston Hugh F,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
SMITH BRADFORD L,President and Vice Chair,-10000.0,12/01/2023,G,10000.0,0.0,0.0,0.0,0.0
Jolla Alice L.,Chief Accounting Officer,-451.859,11/30/2023,F,451.859,378.85,69510.9266,171186.78215,2.4627319836360804
Numoto Takeshi,"EVP, Chief Marketing Officer",-368.341,11/30/2023,F,368.341,378.85,49293.469,139545.98785,2.8309224463386826
Young Christopher David,"EVP, Business Development",-10302.724,11/13/2023,F,10302.724,369.67,0.0,3808607.9810800003,0.0
Althoff Judson,"EVP, Chief Commercial Officer",-11500.0,11/13/2023,S,11500.0,367.377,142986.221,4224835.5,29.547151260120373
Nadella Satya,"Director, Chief Executive Officer",-1162.0,11/01/2023,G,1162.0,0.0,804157.853,0.0,0.0
Jolla Alice L.,Chief Accounting Officer,-177.075,10/16/2023,F,177.075,327.73,69962.7856,58032.789749999996,0.8294808340221376
Young Christopher David,"EVP, Business Development",0.0,09/18/2023,A,0.0,0.0,119698.772,0.0,0.0
SMITH BRADFORD L,Vice Chair and President,0.0,09/18/2023,A,0.0,0.0,629124.1109,0.0,0.0
Hood Amy,EVP & Chief Financial Officer,0.0,09/18/2023,A,0.0,0.0,521114.556,0.0,0.0
Hogan Kathleen T,"EVP, Human Resources",0.0,09/18/2023,A,0.0,0.0,208441.8229,0.0,0.0
Althoff Judson,"EVP, Chief Commercial Officer",0.0,09/18/2023,A,0.0,0.0,154486.221,0.0,0.0
WARRIOR PADMASREE,Director,0.0,09/13/2023,A,0.0,0.0,13641.0,0.0,0.0
Walmsley Emma N,Director,0.0,09/13/2023,A,0.0,0.0,9751.397,0.0,0.0
Walmsley Emma N,Director,-52.5,09/13/2023,F,52.5,336.06,9698.897,17643.15,1.8190882942668636
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,1066.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,27279.0,0.0,0.0
STANTON JOHN W,Director,0.0,09/13/2023,A,0.0,0.0,77499.0,0.0,0.0
STANTON JOHN W,Director,0.0,,,0.0,0.0,7243.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,09/13/2023,A,0.0,0.0,43486.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,,,0.0,0.0,525.0,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
List Teri,Director,0.0,09/13/2023,A,0.0,0.0,259.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,1282.0,0.0,0.0
Johnston Hugh F,Director,0.0,09/13/2023,A,0.0,0.0,7443.0,0.0,0.0
Johnston Hugh F,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
Hogan Kathleen T,"EVP, Human Resources",-26814.601,09/01/2023,S,26814.601,327.372,198372.8229,8778349.558572,44.25177516880514
Nadella Satya,"Director, Chief Executive Officer",-0.0,09/01/2023,S,0.0,327.5625,833449.853,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-0.0,09/01/2023,S,0.0,328.2869,814208.853,0.0,0.0
